qid,occurrence,label,description,instance_of,uri
Q98833883,1,Protestant theologian,Christian theologian who is Protestant,Q28640,http://wikidata.org/entity/Q98833883
Q1743122,1,church historian,humanist who is engaged in history of Church,Q28640,http://wikidata.org/entity/Q1743122
Q5758653,3,secondary school teacher,teacher of high school (12-18 years),Q28640,http://wikidata.org/entity/Q5758653
Q137178813,1,,,,http://wikidata.org/entity/Q137178813
Q388107,1,Oisemont,"commune in Somme, France",Q484170,http://wikidata.org/entity/Q388107
Q41976,1,Dokkum,"city in Noardeast-Fryslân, Netherlands",Q13539802,http://wikidata.org/entity/Q41976
Q24262584,2,Bible translator,person translating the Bible,Q12737077,http://wikidata.org/entity/Q24262584
Q52101,9,Middelburg,"capital city of Zeeland, the Netherlands",Q515,http://wikidata.org/entity/Q52101
Q131372967,1,Karl von Wolzogen,,Q5,http://wikidata.org/entity/Q131372967
Q95191623,1,Louise Sophie Charlotte Henriette von Wolzogen,,Q5,http://wikidata.org/entity/Q95191623
Q19238855,1,Wilhelm von Wolzogen,25 Nov 1762 - 17 Dec 1809,Q5,http://wikidata.org/entity/Q19238855
Q94849875,1,Ernst Ludwig I von Wolzogen,,Q5,http://wikidata.org/entity/Q94849875
Q55897735,1,Wilhelmine Christine Henriette Johanna von Wolzogen Marschalk von Ostheim,,Q5,http://wikidata.org/entity/Q55897735
Q1558133,1,Gymnasium Hammonense,gymnasium,Q55043,http://wikidata.org/entity/Q1558133
Q1766218,1,Reformierte Kirche Lübeck,"church building in Lübeck's Old City, Schleswig-Holstein, Germany",Q16970,http://wikidata.org/entity/Q1766218
Q1610477,1,Hermann Tast School,High school in Husum,Q3914,http://wikidata.org/entity/Q1610477
Q100111,1,Vignola,Italian comune,Q747074,http://wikidata.org/entity/Q100111
Q175566,1,Giacomo della Porta,Italian architect and sculptor (1532-1602),Q5,http://wikidata.org/entity/Q175566
Q177213,1,Baldassare Peruzzi,Italian painter (1481–1536),Q5,http://wikidata.org/entity/Q177213
Q33439340,1,Gouda,"city in South Holland, the Netherlands",Q1852859,http://wikidata.org/entity/Q33439340
Q116471848,1,Johan van Alphen,(1710–1750),Q5,http://wikidata.org/entity/Q116471848
Q116471867,1,Wilhelmina Lucia van Alphen,13 Apr 1713 's-Gravenhage - 15 Dec 1779 Utrecht,Q5,http://wikidata.org/entity/Q116471867
Q173950,3,art dealer,person that buys and sells works of art,Q28640,http://wikidata.org/entity/Q173950
Q9777,1,Venlo,municipality in southern Netherlands,Q2039348,http://wikidata.org/entity/Q9777
Q889413,1,SS Bodegraven,ship,Q11446,http://wikidata.org/entity/Q889413
Q127324830,1,Eduard Jacques Goudstikker,Dutch art gallerist (1866-1924),Q5,http://wikidata.org/entity/Q127324830
Q14972848,8,lexicographer,"writer, editor, or compiler of dictionaries",Q28640,http://wikidata.org/entity/Q14972848
Q627941,1,Jacopo Zabarella,Italian philosopher (1533-1589),Q5,http://wikidata.org/entity/Q627941
Q250089,1,Alessandro Piccolomini,"Italian writer and philosopher, titular archbishop of Patrae",Q5,http://wikidata.org/entity/Q250089
Q435296,2,Hieronymus Fabricius,"Italian physician, anatomist and surgeon (1533–1619)",Q5,http://wikidata.org/entity/Q435296
Q116094,2,Theodor Zwinger,Swiss physician,Q5,http://wikidata.org/entity/Q116094
Q1348126,2,Pierre-Joseph-Guillaume Zimmermann,French pianist,Q5,http://wikidata.org/entity/Q1348126
Q706096,1,Victor Dourlen,French composer and pedagogue,Q5,http://wikidata.org/entity/Q706096
Q42168,2,Clermont-Ferrand,"commune in Puy-de-Dôme, France",Q484170,http://wikidata.org/entity/Q42168
Q275118,1,9th arrondissement of Paris,"one of the 20 administrative districts of Paris, France",Q702842,http://wikidata.org/entity/Q275118
Q280936,1,,French engraver (1707-1783),Q5,http://wikidata.org/entity/Q280936
Q20658591,1,Johann Ernst Mansfeld,copperplate engraver,Q5,http://wikidata.org/entity/Q20658591
Q329439,11,engraver,craftsman with the profession of engraving,Q28640,http://wikidata.org/entity/Q329439
Q13365770,10,copper engraver,"artisan or artist who uses the technique of engraving images or text into a copper plate, which is then used to produce prints",Q28640,http://wikidata.org/entity/Q13365770
Q2516866,22,publisher,person heading a publishing company or who publishes media,Q28640,http://wikidata.org/entity/Q2516866
Q21543081,1,Johannes Christiaan Bendorp,"Dutch printmaker, draftsperson and graphic artist (1766-1849)",Q5,http://wikidata.org/entity/Q21543081
Q4947332,1,Sophia Wilhelmina Evans,,Q5,http://wikidata.org/entity/Q4947332
Q17391638,1,art theorist,profession that works in the field of art theory,Q28640,http://wikidata.org/entity/Q17391638
Q116923588,1,Haagsche Teekenacademie,Dutch art school,Q383092,http://wikidata.org/entity/Q116923588
Q1934922,1,Noël Gallon,French composer (1891-1966),Q5,http://wikidata.org/entity/Q1934922
Q154949,1,Jean Gallon,"French composer, choir conductor, and music educator (1878–1959)",Q5,http://wikidata.org/entity/Q154949
Q40898,7,Nancy,"city and commune in Meurthe-et-Moselle, Grand Est, France",Q484170,http://wikidata.org/entity/Q40898
Q2958620,1,Charles Broche,French composer (1752-1803),Q5,http://wikidata.org/entity/Q2958620
Q13391399,7,chansonnier,"type of poet songwriter in France and Quebec, Canada",Q66715801,http://wikidata.org/entity/Q13391399
Q57575075,1,Aeghje Hooft,,Q5,http://wikidata.org/entity/Q57575075
Q1133564,1,Cornelis Hooft,Dutch mayor (1547-1626),Q5,http://wikidata.org/entity/Q1133564
Q1871628,1,Louis De Geer,"Dutch politician, industrialist, gun merchant (1587-1652)",Q5,http://wikidata.org/entity/Q1871628
Q58900,2,Doncaster,"city in South Yorkshire, England, UK",Q7897276,http://wikidata.org/entity/Q58900
Q956501,2,Pembroke College,college of the University of Cambridge,Q1055028,http://wikidata.org/entity/Q956501
Q4821037,1,Auguste-Siméon Garneray,French painter (1785-1824),Q5,http://wikidata.org/entity/Q4821037
Q155545,1,Eugène de Beauharnais,French statesman and military officer (1781–1824),Q5,http://wikidata.org/entity/Q155545
Q456122,1,Alexandre de Beauharnais,French general; president of the National Constituent Assembly in 1791 (1760–1794),Q5,http://wikidata.org/entity/Q456122
Q277700,1,House of Beauharnais,French noble family,Q13417114,http://wikidata.org/entity/Q277700
Q112581,1,House of Bonaparte,imperial and royal European dynasty,Q164950,http://wikidata.org/entity/Q112581
Q75960528,1,Walter Scott,(1729-1799),Q5,http://wikidata.org/entity/Q75960528
Q75960529,1,Anne Rutherford,(1739-1819),Q5,http://wikidata.org/entity/Q75960529
Q623398,1,King James Version,1611 English translation of the Christian Bible,Q655192,http://wikidata.org/entity/Q623398
Q312562,1,James Macpherson,"British writer, poet, translator and politician (1736-1796)",Q5,http://wikidata.org/entity/Q312562
Q15460165,1,François-Hippolyte Barthélémon,French composer,Q5,http://wikidata.org/entity/Q15460165
Q7225843,1,Polly Young,"Soprano, composer and harpsichordist",Q5,http://wikidata.org/entity/Q7225843
Q60149588,1,Anton Albrechtsberger,,Q5,http://wikidata.org/entity/Q60149588
Q487522,1,Klosterneuburg,"municipality in Tulln District, Lower Austria, Austria",Q3957,http://wikidata.org/entity/Q487522
Q260581,1,Stiftsgymnasium Melk,Austrian monastic school,Q2348743,http://wikidata.org/entity/Q260581
Q3501329,1,Osiek Łużycki,village of Poland,Q3558970,http://wikidata.org/entity/Q3501329
Q57944,2,Annaberg-Buchholz,German town,Q448801,http://wikidata.org/entity/Q57944
Q2360795,1,Stötteritz,"quarter in Leipzig, Germany",Q79423884,http://wikidata.org/entity/Q2360795
Q94761054,1,Christian Heinrich Weiße,German high school teacher and classical philologist (1688-1730),Q5,http://wikidata.org/entity/Q94761054
Q1693594,1,Johann Friedrich Jünger,German author,Q5,http://wikidata.org/entity/Q1693594
Q3933,2,Celle,"city in Lower Saxony, Germany",Q1548525,http://wikidata.org/entity/Q3933
Q494299,2,Landsberg am Lech,"city in Bavaria, Germany",Q448801,http://wikidata.org/entity/Q494299
Q64990775,1,François d'Arouet,French lawyer,Q5,http://wikidata.org/entity/Q64990775
Q21177229,1,Marguerite d'Aumard,mother of Voltaire,Q5,http://wikidata.org/entity/Q21177229
Q1059546,7,Lycée Louis-le-Grand,"public school in Paris, France",Q20860083,http://wikidata.org/entity/Q1059546
Q1844562,1,University of Pont-à-Mousson,former French university,Q3918,http://wikidata.org/entity/Q1844562
Q9005,2,Brussels metropolitan area,"metropolitan area of Brussels, in Belgium",Q1907114,http://wikidata.org/entity/Q9005
Q21512299,1,,,Q2385804,http://wikidata.org/entity/Q21512299
Q368998,1,University of Trnava,"university founded in 1635, which continued to operate in Pest (now Budapest) from 1777. The predecessor of three modern universities",Q3918,http://wikidata.org/entity/Q368998
Q6999082,1,Giovanni Gherardi,Italian actor,Q5,http://wikidata.org/entity/Q6999082
Q5140793,1,Coenraet Decker,Dutch Golden Age engraver,Q5,http://wikidata.org/entity/Q5140793
Q6776939,1,Martin Zaagmolen,Dutch painter,Q5,http://wikidata.org/entity/Q6776939
Q628304,1,Schöningen,"town in the District of Helmstedt, Germany",Q42744322,http://wikidata.org/entity/Q628304
Q365463,1,Cornelis Drebbel,Dutch inventor and submarine pioneer,Q5,http://wikidata.org/entity/Q365463
Q97340217,1,Adriaen Rottermont,Netherlandish goldsmith and mintmaster (1579–1652),Q5,http://wikidata.org/entity/Q97340217
Q926814,1,Hendrik Hondius I,"engraver, cartographer and publisher from the Netherlands",Q5,http://wikidata.org/entity/Q926814
Q108823172,1,Johan Dedel,,Q5,http://wikidata.org/entity/Q108823172
Q52154034,1,Maurits Huygens,secretary in the Hague (1595-1642),Q5,http://wikidata.org/entity/Q52154034
Q17418337,1,Christiaan Huygens,Dutch politician (1551-1624),Q5,http://wikidata.org/entity/Q17418337
Q20031904,1,Susanna Hoefnagel,(1561-1633),Q5,http://wikidata.org/entity/Q20031904
Q21544862,1,Lambert Barlaeus,"Dutch pastor, assistant headmaster of the Amsterdam Grammar Schools and professor of Greek language (1592-1655)",Q5,http://wikidata.org/entity/Q21544862
Q559010,2,Parchim,"town and administrative center of the Ludwigslust-Parchim district in Mecklenburg-Vorpommern, Germany",Q42744322,http://wikidata.org/entity/Q559010
Q55123140,1,Johann Gottlieb Lessing,German pedagogue (1732-1808),Q5,http://wikidata.org/entity/Q55123140
Q1731277,1,Karl Gotthelf Lessing,"German mint director, writer and newspaper publisher (1740-1812)",Q5,http://wikidata.org/entity/Q1731277
Q55854807,1,Gottlob Samuel Lessing,Prussian legal adviser to the Prussian domain office (1739-1803),Q5,http://wikidata.org/entity/Q55854807
Q822146,1,lyricist,writer of song lyrics,Q66715801,http://wikidata.org/entity/Q822146
Q1694126,1,Johann Gottfried Lessing,theologian,Q5,http://wikidata.org/entity/Q1694126
Q94742602,1,Justina Salome Lessing,mother of Gotthold Ephraim Lessing (1703-1777),Q5,http://wikidata.org/entity/Q94742602
Q321381,1,Abingdon-on-Thames,"market town in Vale of White Horse, England, UK",Q18511725,http://wikidata.org/entity/Q321381
Q202059,1,London Borough of Lambeth,borough in the London Region in England,Q211690,http://wikidata.org/entity/Q202059
Q17167049,1,literary scholar,specialist in the study of literature,Q28640,http://wikidata.org/entity/Q17167049
Q356449,1,Aderstedt,,Q253019,http://wikidata.org/entity/Q356449
Q1897000,1,Zheleznodorozhny,"human settlement in Pravdinsk Urban Okrug, Kaliningrad Oblast, Russia",Q15078955,http://wikidata.org/entity/Q1897000
Q4120832,5,Königsberg,"historic capital of East Prussia, since 1945 Russian territory",Q515,http://wikidata.org/entity/Q4120832
Q672420,3,University of Königsberg,former university of Königsberg in Eastern Prussia (1544-1945),Q3918,http://wikidata.org/entity/Q672420
Q122914811,1,André-Charles Caron,French clockmaker,Q5,http://wikidata.org/entity/Q122914811
Q502559,1,Olbersdorf,municipality of Germany,Q116457956,http://wikidata.org/entity/Q502559
Q626792,1,Fehrbellin,"municipality in Brandenburg state, Germany",Q116457956,http://wikidata.org/entity/Q626792
Q659955,1,Richelieu,"commune in Indre-et-Loire, France",Q484170,http://wikidata.org/entity/Q659955
Q502865,1,Hersbruck,city in Landkreis Nürnberger Land in Germany,Q42744322,http://wikidata.org/entity/Q502865
Q116034,1,Daniel Albert Wyttenbach,German-Swiss classical scholar,Q5,http://wikidata.org/entity/Q116034
Q1936132,1,Watergraafsmeer,"city area and poldered former lake in Amsterdam, Netherlands",Q106259,http://wikidata.org/entity/Q1936132
Q15449248,1,Simon Speijert van der Eijk,Philosophiae Dr. Universiteit Leiden (1771–1837),Q5,http://wikidata.org/entity/Q15449248
Q189960,3,Westminster,area of the City of Westminster in the London Region in England,Q2755753,http://wikidata.org/entity/Q189960
Q124237,2,Pentonville,Central London area located north-northeast of Charing Cross,Q2755753,http://wikidata.org/entity/Q124237
Q3154768,1,Isaac Rousseau,Genevan watchmaker (1672–1747),Q5,http://wikidata.org/entity/Q3154768
Q573715,1,Cécile Stanislas Xavier de Girardin,French politician and general (1762-1827),Q5,http://wikidata.org/entity/Q573715
Q534715,1,Teuchern,municipality of Germany,Q42744322,http://wikidata.org/entity/Q534715
Q1630506,1,Brozas,"municipality in Cáceres province, Extremadura, Spain.",Q2074737,http://wikidata.org/entity/Q1630506
Q308963,5,University of Salamanca,"public university in Salamanca, Spain",Q875538,http://wikidata.org/entity/Q308963
Q14887,1,Neumarkt in der Oberpfalz,"city in Bavaria, Germany",Q448801,http://wikidata.org/entity/Q14887
Q94873130,1,Kaspar Schoppe,,Q5,http://wikidata.org/entity/Q94873130
Q57941,1,Schneeberg,"town in Saxony, Germany",Q42744322,http://wikidata.org/entity/Q57941
Q498575,1,Northeim,"city in Lower Saxony, Germany",Q2267870,http://wikidata.org/entity/Q498575
Q181238,2,Africa,"Roman province on the northern African coast covering parts of present-day Tunisia, Algeria, and Libya",Q182547,http://wikidata.org/entity/Q181238
Q1731155,4,orientalist,person who studies Oriental cultures,Q28640,http://wikidata.org/entity/Q1731155
Q10527030,1,humanist,occupation,Q12737077,http://wikidata.org/entity/Q10527030
Q1553123,1,lector,teaching position in higher education,Q486983,http://wikidata.org/entity/Q1553123
Q236579,1,Semur-en-Auxois,"commune in Côte-d'Or, France",Q484170,http://wikidata.org/entity/Q236579
Q21763303,1,Spa,"town in Spa municipality, Belgium",Q3957,http://wikidata.org/entity/Q21763303
Q70972,4,Kingdom of France,kingdom in Western Europe (987–1792; 1815–1848),Q3624078,http://wikidata.org/entity/Q70972
Q108734145,1,Benigne Saumaise,Abbott 1580 - 15 Jan 1640,Q5,http://wikidata.org/entity/Q108734145
Q96072564,1,Peter Bicknell,1842,Q5,http://wikidata.org/entity/Q96072564
Q27861509,1,Charles Bicknell,Person; male; Solicitor to the Admiralty; legal; British; 1751-1828,Q5,http://wikidata.org/entity/Q27861509
Q96072974,1,Mary Bicknell,,Q5,http://wikidata.org/entity/Q96072974
Q96072972,1,Robert Bicknell,,Q5,http://wikidata.org/entity/Q96072972
Q96072978,1,Joseph Bicknell,,Q5,http://wikidata.org/entity/Q96072978
Q96072976,1,Catherine Bicknell,,Q5,http://wikidata.org/entity/Q96072976
Q96072575,1,Robert Bicknell,(1720-1781),Q5,http://wikidata.org/entity/Q96072575
Q96072576,1,Sarah Bredalbane Campbell,(1717-1806),Q5,http://wikidata.org/entity/Q96072576
Q11569986,11,printmaker,person who makes prints from plates or blocks,Q28640,http://wikidata.org/entity/Q11569986
Q550200,1,Ingersleben,"municipality in the Börde district, Saxony-Anhalt, Germany, since 2010 part of Flechtingen",Q116457956,http://wikidata.org/entity/Q550200
Q10718088,2,Västerås domkyrkoförsamling,,Q615980,http://wikidata.org/entity/Q10718088
Q29468986,1,Abraham Hülphers the Older,Swedish industrialist (1704–1770),Q5,http://wikidata.org/entity/Q29468986
Q106404303,1,Christina Westdahl,(1711-1767),Q5,http://wikidata.org/entity/Q106404303
Q650012,1,engineer of the French Corps of Bridges and Roads,"specialized profession, also designates members of the former French Corps of Bridges and Roads",Q4164871,http://wikidata.org/entity/Q650012
Q629760,1,Bélesta,"commune in Ariège, France",Q484170,http://wikidata.org/entity/Q629760
Q184392,1,Foix,"commune in Ariège, France",Q484170,http://wikidata.org/entity/Q184392
Q131725041,1,NN van den Vondel,,Q5,http://wikidata.org/entity/Q131725041
Q19802255,1,Sara Cranen,ca. 1565-1637,Q5,http://wikidata.org/entity/Q19802255
Q42603,3,priest,person who consecrates his life to some divinity and whose main functions are to direct religious rites and offer sacrifices to the divinity (for a minister use Q1423891),Q63187345,http://wikidata.org/entity/Q42603
Q188553,1,Batavian Republic,republic of the Netherlands in Western Europe between 1795–1806,Q3024240,http://wikidata.org/entity/Q188553
Q1694242,1,Johann Graf,German composer,Q5,http://wikidata.org/entity/Q1694242
Q136345345,1,Jakob van de Kasteele,Est 1711 - 11 Feb 1774 's-Gravenhage,Q5,http://wikidata.org/entity/Q136345345
Q136345355,1,Rachel de Lo,Est 1715 - 25 Jul 1794 's-Gravenhage,Q5,http://wikidata.org/entity/Q136345355
Q4372693,1,HU University of Applied Sciences Utrecht,"university in Utrecht, Netherlands",Q1941786,http://wikidata.org/entity/Q4372693
Q517381,1,Dillenburg,"town in Lahn-Dill-Kreis in Hesse, Germany",Q3957,http://wikidata.org/entity/Q517381
Q76181361,1,George Booth Tyndale,(born 1772),Q5,http://wikidata.org/entity/Q76181361
Q76232554,1,Margaret Catherine Rundell,(born 1776),Q5,http://wikidata.org/entity/Q76232554
Q76282275,1,Gerrit Willem Wolter Carel van Hoëvell,(1778-1865),Q5,http://wikidata.org/entity/Q76282275
Q76282276,1,Emerentia Luthera Isabella van der Capellen,(1787-1872),Q5,http://wikidata.org/entity/Q76282276
Q2371231,1,Van Hövell,family,Q13417114,http://wikidata.org/entity/Q2371231
Q72927737,1,Curiel family,dynasty,Q13417114,http://wikidata.org/entity/Q72927737
Q65622057,1,Friedrich Leberecht Gellert,,Q5,http://wikidata.org/entity/Q65622057
Q1084158,1,Christlieb Ehregott Gellert,German metallurgist,Q5,http://wikidata.org/entity/Q1084158
Q71123,1,Hainichen,municipality of Germany,Q42744322,http://wikidata.org/entity/Q71123
Q126944789,1,Christian Gellert,1671-1747,Q5,http://wikidata.org/entity/Q126944789
Q700434,1,Oberlichtenau,human settlement in Germany,Q253019,http://wikidata.org/entity/Q700434
Q26897,1,Gallia Narbonensis,Roman Empire province from 121 BC until 5th century,Q182547,http://wikidata.org/entity/Q26897
Q58328,1,Jean-Baptiste Biot,French scientist (1774-1862),Q5,http://wikidata.org/entity/Q58328
Q81096,3,engineer,professional practitioner of engineering,Q28640,http://wikidata.org/entity/Q81096
Q16011499,1,Mézières,former commune of France,Q484170,http://wikidata.org/entity/Q16011499
Q3856470,2,Michelangelo Vella,Maltese composer and organist (1710-1792),Q5,http://wikidata.org/entity/Q3856470
Q752348,2,Rabat,"capital of Gozo, an island of the Maltese archipelago",Q515,http://wikidata.org/entity/Q752348
Q41185,3,Caen,"commune in Calvados, France",Q484170,http://wikidata.org/entity/Q41185
Q15117546,1,Adolphe Laferrière,French actor,Q5,http://wikidata.org/entity/Q15117546
Q446126,1,Rosine Stoltz,French operatic mezzo-soprano,Q5,http://wikidata.org/entity/Q446126
Q3811544,1,Adrien de La Fage,composer (1801–1862),Q5,http://wikidata.org/entity/Q3811544
Q273626,1,École polytechnique,French engineering grande école (selective higher education institution),Q847027,http://wikidata.org/entity/Q273626
Q22667445,1,Jacobus Hendrik Scheltema,Dutch bookseller and author (1829-1909),Q5,http://wikidata.org/entity/Q22667445
Q105806095,1,Jan de Carpentier,15 Aug 1511 - 14 Dec 1580,Q5,http://wikidata.org/entity/Q105806095
Q105806097,1,Isabella de Villers,1512 - 15 Sep 1584,Q5,http://wikidata.org/entity/Q105806097
Q131730428,1,Martinus Alewijn,Est 1634 - 26 Nov 1684 Amsterdam,Q5,http://wikidata.org/entity/Q131730428
Q131730433,1,Anna Hooftman,25 Jul 1641 Haarlem - 28 Oct 1689 Amsterdam,Q5,http://wikidata.org/entity/Q131730433
Q20669622,1,music journalist,occupation,Q28640,http://wikidata.org/entity/Q20669622
Q160986,1,Münchberg,municipality of Germany,Q42744322,http://wikidata.org/entity/Q160986
Q2022164,1,Philip Loots,Dutch composer (1865–1916),Q5,http://wikidata.org/entity/Q2022164
Q972,2,Alkmaar,"municipality in the province of North Holland, the Netherlands",Q2039348,http://wikidata.org/entity/Q972
Q155984,1,Saalfeld,"capital of the Saalfeld-Rudolstadt district of Thuringia, Germany",Q42744322,http://wikidata.org/entity/Q155984
Q3055126,3,entomologist,zoologist specializing the study of insects (and often other arthropods),Q28640,http://wikidata.org/entity/Q3055126
Q5038982,1,Carel Borchaert Voet,18th century painter from the Northern Netherlands (1671-1743),Q5,http://wikidata.org/entity/Q5038982
Q2550518,1,Wasielewski,family,Q61881926,http://wikidata.org/entity/Q2550518
Q17166634,2,hagiographer,writer of the lives of the saints,Q28640,http://wikidata.org/entity/Q17166634
Q2434046,1,Julémont,"section of Herve, Belgium",Q2785216,http://wikidata.org/entity/Q2434046
Q539175,1,Daniel Papebroch,Flemish Jesuit hagiographer (1628–1714),Q5,http://wikidata.org/entity/Q539175
Q9775,1,Venray,municipality in the Netherlands,Q2039348,http://wikidata.org/entity/Q9775
Q2326156,1,Merkem,"section of Houthulst, Belgium",Q2785216,http://wikidata.org/entity/Q2326156
Q190113,1,Tongeren,"former city and municipality in Limburg, Belgium",Q15273785,http://wikidata.org/entity/Q190113
Q6581823,2,Southern Netherlands,historical region in Belgium,Q161243,http://wikidata.org/entity/Q6581823
Q13188714,2,Nijmegen,city in the Netherlands,Q515,http://wikidata.org/entity/Q13188714
Q31467408,1,Antwerp,"town in Antwerp municipality, Belgium",Q515,http://wikidata.org/entity/Q31467408
Q770639,3,University of Douai,University of Douai (1559-1887) become University of Lille,Q3918,http://wikidata.org/entity/Q770639
Q921115,1,Léonard de Hodémont,Belgian musician,Q5,http://wikidata.org/entity/Q921115
Q1416117,1,Lambert Pietkin,Belgian conductor and composer,Q5,http://wikidata.org/entity/Q1416117
Q499609,1,Borgloon,"former city in Limburg, Belgium",Q493522,http://wikidata.org/entity/Q499609
Q4471036,1,University printer,printer employed by a university and responsible for printing official documents,Q28640,http://wikidata.org/entity/Q4471036
Q1990882,1,Langerak,"town in South Holland, Netherlands",Q1852859,http://wikidata.org/entity/Q1990882
Q6624,1,Ascoli Piceno,"comune in Marche, Italy",Q747074,http://wikidata.org/entity/Q6624
Q1409767,1,Plou,"commune in Cher, France",Q484170,http://wikidata.org/entity/Q1409767
Q209549,1,2nd arrondissement of Paris,"municipality of Paris, France",Q702842,http://wikidata.org/entity/Q209549
Q581543,1,Wülfershausen,municipality in Lower Franconia,Q116457956,http://wikidata.org/entity/Q581543
Q27576,1,Wettingen,municipality in the canton of Aargau in Switzerland,Q70208,http://wikidata.org/entity/Q27576
Q2176658,1,Ruppersthal,locality in Tulln District,Q11183787,http://wikidata.org/entity/Q2176658
Q207632,1,Apt,"commune in Vaucluse, France",Q484170,http://wikidata.org/entity/Q207632
Q600955,1,Antonio Boroni,Italian composer,Q5,http://wikidata.org/entity/Q600955
Q76152420,1,Nicolo Clementi,(1720-1789),Q5,http://wikidata.org/entity/Q76152420
Q76163165,1,Magdalena Kaiser,Peerage person ID=573741,Q5,http://wikidata.org/entity/Q76163165
Q23656765,1,Leonardo Brugnoli,Italian violonist,Q5,http://wikidata.org/entity/Q23656765
Q23656769,1,Giovanni Benvenuti,Italian violinist,Q5,http://wikidata.org/entity/Q23656769
Q52982,1,Fusignano,Italian comune,Q747074,http://wikidata.org/entity/Q52982
Q179815,1,Durham,city and the county town of County Durham in North East England,Q515,http://wikidata.org/entity/Q179815
Q213181,1,Darlington,"town in County Durham, England",Q3957,http://wikidata.org/entity/Q213181
Q818540,1,Benátky nad Jizerou,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q818540
Q12056184,1,Staré Benátky,,Q20871353,http://wikidata.org/entity/Q12056184
Q11131228,1,Benátky nad Jizerou II,neighborhood of Benátky nad Jizerou,Q61089180,http://wikidata.org/entity/Q11131228
Q4431,1,Bad Köstritz,"town in the district of Greiz, in Thuringia, Germany",Q42744322,http://wikidata.org/entity/Q4431
Q208793,1,Saint-Omer,"commune in Pas-de-Calais, France",Q484170,http://wikidata.org/entity/Q208793
Q2294640,1,Pasquale Cafaro,Italian composer (1716-1787),Q5,http://wikidata.org/entity/Q2294640
Q13498,1,Taranto,Italian comune,Q747074,http://wikidata.org/entity/Q13498
Q3687243,1,Conservatorio di Sant'Onofrio in Capuana,,Q184644,http://wikidata.org/entity/Q3687243
Q19306,2,Altamura,Italian comune,Q747074,http://wikidata.org/entity/Q19306
Q60449257,1,Music conservatories of Naples,Italian music schools,Q13406463,http://wikidata.org/entity/Q60449257
Q6850,1,Peine,"town in Lower Saxony, Germany",Q2267870,http://wikidata.org/entity/Q6850
Q734324,1,TU Braunschweig,university,Q1371037,http://wikidata.org/entity/Q734324
Q2675537,1,music teacher,person who teaches music,Q66715801,http://wikidata.org/entity/Q2675537
Q5083466,1,Charles Wesley junior,English organist and composer,Q5,http://wikidata.org/entity/Q5083466
Q23154,2,Bristol,"city in South West England, United Kingdom",Q515,http://wikidata.org/entity/Q23154
Q349070,1,Charles Wesley,English Methodist and hymn writer (1707-1788),Q5,http://wikidata.org/entity/Q349070
Q16258569,1,Sarah Wesley,Welsh wife of Methodist Charles Wesley (1726–1822),Q5,http://wikidata.org/entity/Q16258569
Q4766585,2,Ann Mounsey,"English composer, pianist, and organist",Q5,http://wikidata.org/entity/Q4766585
Q108763709,1,Wesley family,"The ancestors and descendants of Rev John Wesley, Anglican priest, theologian and founder of the worldwide Methodist movement. An early spelling of the surname was Westley.",Q8436,http://wikidata.org/entity/Q108763709
Q7033,1,Nordhausen,town and administritative center of Nordhausen District in Thuringia in central Germany,Q1547289,http://wikidata.org/entity/Q7033
Q464955,2,Windsor,"town in the Royal Borough of Windsor and Maidenhead in Berkshire, England",Q3957,http://wikidata.org/entity/Q464955
Q6761,2,Livorno,"city in Italy, Central Italy",Q747074,http://wikidata.org/entity/Q6761
Q264819,1,Schwanenstadt,"municipality in Vöcklabruck District, Upper Austria, Austria",Q667509,http://wikidata.org/entity/Q264819
Q40161,1,Longarone,Italian comune,Q747074,http://wikidata.org/entity/Q40161
Q101328,1,Gustav Volkmar,German church historian and theologian (1809–1893),Q5,http://wikidata.org/entity/Q101328
Q16145,1,Bad Hersfeld,"spa town and district seat of the Hersfeld-Rotenburg district in northeastern Hesse, Germany",Q134626,http://wikidata.org/entity/Q16145
Q558616,1,Homberg (Efze),"seat of Schwalm-Eder-Kreis and town in Hesse, Germany",Q134626,http://wikidata.org/entity/Q558616
Q55847122,1,Adam Valentin Volkmar,,Q5,http://wikidata.org/entity/Q55847122
Q1404997,1,Thaddäus Weigl,"Austrian composer, conductor and music publisher",Q5,http://wikidata.org/entity/Q1404997
Q713253,1,Joseph Franz Weigl,Austrian cellist,Q5,http://wikidata.org/entity/Q713253
Q15492736,1,John Travers,English composer,Q5,http://wikidata.org/entity/Q15492736
Q11687759,1,Bernard Gates,composer,Q5,http://wikidata.org/entity/Q11687759
Q23311,1,City of London,"city, ceremonial county and local government district containing the historic centre and the primary central business district in the London Region in England, UK",Q515,http://wikidata.org/entity/Q23311
Q2334065,1,Witzhelden,human settlement in Germany,Q253019,http://wikidata.org/entity/Q2334065
Q6555,1,Narbonne,"commune in Aude, France",Q484170,http://wikidata.org/entity/Q6555
Q1440685,2,Belleville,"former commune in the Seine département, east of Paris, France",Q484170,http://wikidata.org/entity/Q1440685
Q13134,3,Pesaro,town and comune in the Italian region of the Marche,Q747074,http://wikidata.org/entity/Q13134
Q6582,1,Carcassonne,"French commune in Aude, Occitania",Q484170,http://wikidata.org/entity/Q6582
Q63252670,1,Hans Konrad Nägeli,(1768-1828),Q5,http://wikidata.org/entity/Q63252670
