qid,occurrence,label,description,instance_of,uri
Q1741825,1,trafficking of children,"form of human trafficking defined as the ""recruitment, transportation, transfer, harboring, and/or receipt"" of a child for the purpose of exploitation",,http://wikidata.org/entity/Q1741825
Q875521,1,sexual slavery,attachment of any ownership right over one or more people with the intent of coercing or otherwise forcing them to engage in sexual activities,,http://wikidata.org/entity/Q875521
Q5801919,1,sex crime,crime of a sexual nature,Q130583773,http://wikidata.org/entity/Q5801919
Q516367,1,André-Joseph Blavier,Belgian composer,Q5,http://wikidata.org/entity/Q516367
Q1993558,1,Vergnies,"section of Froidchapelle, Belgium",Q2785216,http://wikidata.org/entity/Q1993558
Q1241308,1,Passy,"neighborhood in Paris, France; originally a village on the outskirts of Paris, then a commune of Seine department",Q484170,http://wikidata.org/entity/Q1241308
Q18528713,1,Thomas Arne,English upholsterer and theatre servant,Q5,http://wikidata.org/entity/Q18528713
Q6232818,1,John Fawcett,British actor (1769-1793),Q5,http://wikidata.org/entity/Q6232818
Q18674127,1,Margaret Kennedy,British singer and actress,Q5,http://wikidata.org/entity/Q18674127
Q214917,22,playwright,person who writes plays,Q15839299,http://wikidata.org/entity/Q214917
Q8178443,16,librettist,author of the libretto (words) of an opera or a similar extended musical composition,Q28640,http://wikidata.org/entity/Q8178443
Q6581097,56,male,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person",Q48264,http://wikidata.org/entity/Q6581097
Q281460,7,pipe organ,wind instrument that produces sound by driving pressurized air (called wind) through pipes selected via a keyboard,Q110295396,http://wikidata.org/entity/Q281460
Q130191,2,Norwich,"city in Norfolk, England",Q515,http://wikidata.org/entity/Q130191
Q81997,1,Boulogne-sur-Mer,"French commune in Pas-de-Calais, Hauts-de-France",Q484170,http://wikidata.org/entity/Q81997
Q106311097,1,Henri Moreau,composer (1728-1803),Q5,http://wikidata.org/entity/Q106311097
Q1525836,1,Giovanni Battista Casali,Italian composer,Q5,http://wikidata.org/entity/Q1525836
Q3452020,1,Rue des Récollets,"thoroughfare in Liège, Belgium",Q83620,http://wikidata.org/entity/Q3452020
Q316891,1,Montmorency,"commune in Val-d'Oise, France",Q484170,http://wikidata.org/entity/Q316891
Q19974113,1,Fondation Lambert Darchis,Belgian foundation (created in 1699),Q157031,http://wikidata.org/entity/Q19974113
Q19845384,1,Jean Marmontel,,Q5,http://wikidata.org/entity/Q19845384
Q203182,1,Bort-les-Orgues,"commune in Corrèze, France",Q484170,http://wikidata.org/entity/Q203182
Q544613,1,Saint-Aubin-sur-Gaillon,"commune in Eure, France",Q484170,http://wikidata.org/entity/Q544613
Q788022,1,Bâtiments du Roi,French division of the Maison du Roi,Q327333,http://wikidata.org/entity/Q788022
Q351733,1,House of Carafa,Italian noble family,Q13417114,http://wikidata.org/entity/Q351733
Q28864754,1,Jérôme Guillard,French politician,Q5,http://wikidata.org/entity/Q28864754
Q13144,1,Jesi,Italian comune,Q747074,http://wikidata.org/entity/Q13144
Q72425,1,Pozzuoli,Italian comune,Q747074,http://wikidata.org/entity/Q72425
Q170174,1,Papal States,territories mostly in the Appenine Peninsula under the sovereign direct rule of the pope between 756–1870,Q3024240,http://wikidata.org/entity/Q170174
Q333634,4,translator,person who translates written text from one language to another,Q137841866,http://wikidata.org/entity/Q333634
Q32120,2,Martin Luther University Halle-Wittenberg,"university in the cities of Halle and Wittenberg, Germany",Q875538,http://wikidata.org/entity/Q32120
Q309470,1,Johann Ambrosius Bach,"German musician, father to Johann Sebastian Bach (1645-1695)",Q5,http://wikidata.org/entity/Q309470
Q1862395,1,Johann Christoph Bach III,Organist in Ohrdruf,Q5,http://wikidata.org/entity/Q1862395
Q138197944,1,,,Q5,http://wikidata.org/entity/Q138197944
Q108763503,1,Rust family,,Q8436,http://wikidata.org/entity/Q108763503
Q551984,1,Steinbach-Hallenberg,municipality of Germany,Q42744322,http://wikidata.org/entity/Q551984
Q1930990,1,Michèl Yost,French clarinetist,Q5,http://wikidata.org/entity/Q1930990
Q708911,1,Bernhard Crusell,"Swedish-Finnish clarinetist, composer and translator (1775–1838)",Q5,http://wikidata.org/entity/Q708911
Q17765219,1,colonial administrator,person who participates in administrating a colony,Q28640,http://wikidata.org/entity/Q17765219
Q487596,3,dramaturge,"person fulfilling an advisory role regarding the literary or dramaturgical aspects of theatre, opera or dance productions or within a theatre, opera or dance organization",Q15839299,http://wikidata.org/entity/Q487596
Q744738,2,encyclopédistes,contributors to the development of the Encyclopédie from June 1751 to December 1765,Q2198855,http://wikidata.org/entity/Q744738
Q820042,1,Salins-les-Bains,"commune in Jura, France",Q484170,http://wikidata.org/entity/Q820042
Q213307,1,Sainte-Menehould,"commune in Marne, France",Q484170,http://wikidata.org/entity/Q213307
Q15967935,1,Angélique-Dorothée Babaud,French poet and salon-holder,Q5,http://wikidata.org/entity/Q15967935
Q71560588,1,Charlotte Babaud de La Chaussade,,Q5,http://wikidata.org/entity/Q71560588
Q1626130,1,homme de lettres,,Q28640,http://wikidata.org/entity/Q1626130
Q47064,2,military personnel,people who serve in an organized armed military force,Q28640,http://wikidata.org/entity/Q47064
Q1511216,1,courtier,person who is often in attendance at the court of a king or other royal personage,Q12737077,http://wikidata.org/entity/Q1511216
Q3159509,1,Jacques Masson,French private banker of Genevan origin,Q5,http://wikidata.org/entity/Q3159509
Q47528270,1,Marie Boësnier,,Q5,http://wikidata.org/entity/Q47528270
Q7732,1,Louis XVI of France,"King of France and Navarre from 1774 to 1791, then King of the French from 1791 to 1792 (1754-1793)",Q5,http://wikidata.org/entity/Q7732
Q2983728,1,collège d’Harcourt,college of the University of Paris,Q2983546,http://wikidata.org/entity/Q2983728
Q137399087,1,,,Q5,http://wikidata.org/entity/Q137399087
Q961325,1,Holešov,town in the Czech Republic,Q3957,http://wikidata.org/entity/Q961325
Q486450,1,Baden,"municipality in Lower Austria, Austria",Q667509,http://wikidata.org/entity/Q486450
Q153136,1,Habsburg monarchy,monarchy in Europe (1282–1918),Q5156764,http://wikidata.org/entity/Q153136
Q131964,1,Austrian Empire,Central European multinational Empire from 1804 to 1867,Q3624078,http://wikidata.org/entity/Q131964
Q55853412,1,Alois Ferdinand Kiesewetter,(1737-1793),Q5,http://wikidata.org/entity/Q55853412
Q207145,1,Béthune,"commune in Pas-de-Calais, France",Q484170,http://wikidata.org/entity/Q207145
Q1024881,1,Velvary,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q1024881
Q673075,1,Rohrau,"municipality in Bruck/Leitha District, Lower Austria, Austria",Q562061,http://wikidata.org/entity/Q673075
Q502662,1,Bad Salzungen,municipality of Germany,Q4946461,http://wikidata.org/entity/Q502662
Q19279,1,Aversa,Italian comune,Q747074,http://wikidata.org/entity/Q19279
Q661083,1,Claude Rameau,French organist,Q5,http://wikidata.org/entity/Q661083
Q123281721,1,Collège des Godrans,"former college in Dijon, France",Q1459186,http://wikidata.org/entity/Q123281721
Q10862983,2,etcher,artist who practices the art of etching,Q28640,http://wikidata.org/entity/Q10862983
Q15296811,2,draftsperson,person who makes drawings (artist/cartoonist/drafter/illustrator),Q28640,http://wikidata.org/entity/Q15296811
Q16947657,1,lithographer,person who primarily uses lithography for making prints,Q16335296,http://wikidata.org/entity/Q16947657
Q75731871,1,type caster,person who casts type,Q28640,http://wikidata.org/entity/Q75731871
Q2444286,1,Herman Frederik Carel ten Kate,Dutch painter (1822-1891),Q5,http://wikidata.org/entity/Q2444286
Q18603266,1,Mari ten Kate,Dutch painter (1831-1910),Q5,http://wikidata.org/entity/Q18603266
Q128031645,1,Jan Herman ten Kate,civil servant at the Ministry of the Navy,Q5,http://wikidata.org/entity/Q128031645
Q128031655,1,Johanna de Witte van Haamstede,person,Q5,http://wikidata.org/entity/Q128031655
Q686364,1,Wendemark,human settlement in Germany,Q253019,http://wikidata.org/entity/Q686364
Q4282389,1,Friedrich Marpurg,German conductor and composer (1825–1884),Q5,http://wikidata.org/entity/Q4282389
Q5990,2,Vercelli,Italian comune,Q747074,http://wikidata.org/entity/Q5990
Q320042,1,Antiochus of Ascalon,ancient Greek philosopher,Q5,http://wikidata.org/entity/Q320042
Q365110,1,Philo of Larissa,ancient Greek philosopher,Q5,http://wikidata.org/entity/Q365110
Q462992,1,Apollonius Molon,1st-century BC Greek rhetorician,Q5,http://wikidata.org/entity/Q462992
Q561367,1,Lucius Aelius Stilo Praeconinus,Roman philologist (c. 154 – 74 BC),Q5,http://wikidata.org/entity/Q561367
Q695534,1,Tyrannion of Amisus,ancient Greek grammarian,Q5,http://wikidata.org/entity/Q695534
Q316054,1,Quintus Tullius Cicero,brother of Marcus Tullius Cicero,Q5,http://wikidata.org/entity/Q316054
Q116440,1,Arpino,Italian comune,Q747074,http://wikidata.org/entity/Q116440
Q128086,1,Formia,Italian comune,Q747074,http://wikidata.org/entity/Q128086
Q1747689,8,Ancient Rome,country that began growing on the Italian Peninsula from the 8th century BC,Q3024240,http://wikidata.org/entity/Q1747689
Q3846543,1,Marcus Tullius Cicero,father of the orator Cicero,Q5,http://wikidata.org/entity/Q3846543
Q92432276,1,Helvia,mother of the orator Cicero,Q5,http://wikidata.org/entity/Q92432276
Q435163,1,Servius Sulpicius Rufus,"Roman orator, jurist and consul (c.105 BC–43 BC)",Q5,http://wikidata.org/entity/Q435163
Q587621,1,Trebatius Testa,"1st-century BC Roman jurist, protégé of Cicero",Q5,http://wikidata.org/entity/Q587621
Q11953381,1,Tullii Cicerones,branch of the gens Tullia,Q104258569,http://wikidata.org/entity/Q11953381
Q3411612,1,Upper Paiania,ancient Athenian deme,Q672490,http://wikidata.org/entity/Q3411612
Q724394,1,Poros,Greek island of the Saronic Gulf,Q23442,http://wikidata.org/entity/Q724394
Q844930,5,Classical Athens,city-state in ancient Greece,Q148837,http://wikidata.org/entity/Q844930
Q1555317,1,Kleobule,mother of orator Demosthenes,Q5,http://wikidata.org/entity/Q1555317
Q29654265,1,Gylon,maternal grandfather of Demosthenes,Q5,http://wikidata.org/entity/Q29654265
Q1186429,1,Demon,ancient attic Greek priest and rhetorician,Q5,http://wikidata.org/entity/Q1186429
Q216993,1,Ios,Greek island,Q23442,http://wikidata.org/entity/Q216993
Q1568260,1,Ionian League,confederation of thirteen ancient Greek city-states in the region Ionia on the western coast of Anatolia (present-day Turkey),Q1778834,http://wikidata.org/entity/Q1568260
Q126709504,1,Kretheis,nymph (Nymphe),Q182037,http://wikidata.org/entity/Q126709504
Q885122,1,piano maker,profession,Q28640,http://wikidata.org/entity/Q885122
Q1937431,1,organ builder,"profession that designs, builds, and maintains pipe organs",Q28640,http://wikidata.org/entity/Q1937431
Q566284,1,Holle,municipality of Germany,Q116457956,http://wikidata.org/entity/Q566284
Q13418253,3,philologist,person who practices philology,Q66666607,http://wikidata.org/entity/Q13418253
Q1231865,2,pedagogue,person working in the academic field of pedagogy,Q28640,http://wikidata.org/entity/Q1231865
Q1751974,1,Neuhausen,"human settlement in Germany, part of Worms",Q253019,http://wikidata.org/entity/Q1751974
Q3758,1,Kaiserslautern,"city in Rhineland-Palatinate, Germany",Q42744322,http://wikidata.org/entity/Q3758
Q1234713,12,theologian,scholar of theology,Q28640,http://wikidata.org/entity/Q1234713
Q530794,1,Sömmerda,municipality of Germany,Q42744322,http://wikidata.org/entity/Q530794
Q94764146,1,Otto Röse,,Q5,http://wikidata.org/entity/Q94764146
Q4938967,1,Caterina Bianconelli,Italian actress,Q5,http://wikidata.org/entity/Q4938967
Q64689315,1,Isabella Biancolelli,,Q5,http://wikidata.org/entity/Q64689315
Q2259451,2,stage actor,actor who performs live before an in-person audience,Q15839299,http://wikidata.org/entity/Q2259451
Q2813792,1,Dominique Biancolelli,French actor,Q5,http://wikidata.org/entity/Q2813792
Q863631,1,Bindersleben,human settlement in Germany,Q253019,http://wikidata.org/entity/Q863631
Q134346,2,Angoulême,"commune in Charente, France",Q484170,http://wikidata.org/entity/Q134346
Q661056,2,University of Poitiers,French university located in Poitiers,Q45400320,http://wikidata.org/entity/Q661056
Q3260394,1,Louis-Camus Destouches,French military officer,Q5,http://wikidata.org/entity/Q3260394
Q209842,2,University of Paris,French university (c. 1150–1970),Q15893266,http://wikidata.org/entity/Q209842
Q979600,1,Collège des Quatre-Nations,educational institution in Paris (1661-1793),Q2385804,http://wikidata.org/entity/Q979600
Q3383745,1,Pierre Antoine de Châteauneuf,French diplomat,Q5,http://wikidata.org/entity/Q3383745
Q250867,5,Catholic priest,priest of the Catholic Church,Q63188808,http://wikidata.org/entity/Q250867
Q6673651,2,literary scholar,person who works on literature,Q28640,http://wikidata.org/entity/Q6673651
Q123439317,1,Jacques Louis de Castagnery,,Q5,http://wikidata.org/entity/Q123439317
Q134892784,1,,,Q13417114,http://wikidata.org/entity/Q134892784
Q517107,2,Rudolstadt,"town in Thuringia, Germany",Q42744322,http://wikidata.org/entity/Q517107
Q695316,1,Schwarzburg-Rudolstadt,principality,Q208500,http://wikidata.org/entity/Q695316
Q486945,1,Sotion,ancient Greek philosopher,Q5,http://wikidata.org/entity/Q486945
Q897523,1,Papirius Fabianus,1st century AD Roman rhetorician and philosopher,Q5,http://wikidata.org/entity/Q897523
Q452194,1,Lucius Junius Gallio Annaeanus,"Roman senator, brother of Seneca",Q5,http://wikidata.org/entity/Q452194
Q19715687,2,Marcus Annaeus Mela,brother of Seneca,Q5,http://wikidata.org/entity/Q19715687
Q2997165,2,Corduba,ancient Roman city of the Iberian Peninsula that corresponds to the current Córdoba (Spain),Q756780,http://wikidata.org/entity/Q2997165
Q273671,1,Seneca the Elder,"Roman scholar, writer and historian (54 BC-c.39 AD)",Q5,http://wikidata.org/entity/Q273671
Q11926234,1,Helvia,mother of Seneca,Q5,http://wikidata.org/entity/Q11926234
Q805213,1,Ballersbach,human settlement in Germany,Q253019,http://wikidata.org/entity/Q805213
Q774310,1,János Apáczai Csere,"Hungarian teacher, philosopher, Calvinist theologist (1625-1659)",Q5,http://wikidata.org/entity/Q774310
Q556697,1,Metzels,former municipality of Germany,Q253019,http://wikidata.org/entity/Q556697
Q489147,1,Schmalkalden,municipality of Thuringia,Q1547289,http://wikidata.org/entity/Q489147
Q464573,1,Johann Christian Friedrich Hæffner,German-born Swedish composer (1759-1833),Q5,http://wikidata.org/entity/Q464573
Q3106111,1,Gilles Boileau,French translator (1631-1669),Q5,http://wikidata.org/entity/Q3106111
Q683410,1,Norbert Burgmüller,German composer (1810-1836),Q5,http://wikidata.org/entity/Q683410
Q1458169,1,Johann August Franz Burgmüller,German composer and pianist,Q5,http://wikidata.org/entity/Q1458169
Q1365842,1,Therese Burgmüller,German pianist and singer (1771-1858),Q5,http://wikidata.org/entity/Q1365842
Q16742175,1,speleologist,person who specializes in speleology (caves),Q28640,http://wikidata.org/entity/Q16742175
Q611644,2,Catholic bishop,"ordained minister in the Catholic Church (for other religious denominations, use Q29182)",Q138024519,http://wikidata.org/entity/Q611644
Q507036,1,Lucius Annaeus Cornutus,1st century AD Roman Stoic philosopher,Q5,http://wikidata.org/entity/Q507036
Q24548,1,Remmius Palaemon,Roman grammarian,Q5,http://wikidata.org/entity/Q24548
Q11954893,1,Verginius Flavus,Roman rhetorician,Q5,http://wikidata.org/entity/Q11954893
Q103305,1,Volterra,Italian comune,Q747074,http://wikidata.org/entity/Q103305
Q16267607,1,classical philologist,person studying ancient Greek or Latin texts,Q28640,http://wikidata.org/entity/Q16267607
Q9920,6,Haarlem,municipality in the Netherlands and capital city of North Holland,Q515,http://wikidata.org/entity/Q9920
Q2202637,1,Theodorus Schrevelius,"Dutch writer (1572-1649), owner/creator of the album amicorum of Theodorus Schrevelius (1572–1649)",Q5,http://wikidata.org/entity/Q2202637
Q136311063,1,Maria|Marijcke van Teylingen,15 Mar 1569/1570 Alkmaar - 26 Jul 1652 Leiden,Q5,http://wikidata.org/entity/Q136311063
Q694947,1,Heudeber,human settlement in Germany,Q253019,http://wikidata.org/entity/Q694947
Q1792450,1,art historian,humanist who is engaged in history of art,Q28640,http://wikidata.org/entity/Q1792450
Q23090,1,Lincolnshire,ceremonial county in the east of England,Q180673,http://wikidata.org/entity/Q23090
Q18880201,1,"Sir Richard Sutton, 2nd Baronet","sportsman, 1798–1855",Q5,http://wikidata.org/entity/Q18880201
Q75304138,1,Mary Elizabeth Burton,(1797-1842),Q5,http://wikidata.org/entity/Q75304138
Q1146700,1,Jesus College,"constituent college of the University of Cambridge, England",Q1055028,http://wikidata.org/entity/Q1146700
Q23666,1,Great Britain,island in the North Atlantic Ocean off the northwest coast of continental Europe,Q23442,http://wikidata.org/entity/Q23666
Q12191,1,Nantes,"city in Loire-Atlantique, Pays de la Loire, France",Q484170,http://wikidata.org/entity/Q12191
Q201788,8,historian,scholar who deals with the exploration and presentation of history,Q28640,http://wikidata.org/entity/Q201788
Q808967,2,barrister,lawyer specialized in court representation in certain jurisdictions,Q12737077,http://wikidata.org/entity/Q808967
Q6731168,1,magistrate,legal office held by lay people in England and Wales,Q4164871,http://wikidata.org/entity/Q6731168
Q937857,1,association football player,person who plays association football (soccer),Q28640,http://wikidata.org/entity/Q937857
Q75292488,1,"Sir John William Pitt Muir Mackenzie of Delvine, 2nd Bt.",(1806-1855),Q5,http://wikidata.org/entity/Q75292488
Q75735400,1,Sophia Matilda Johnstone,(1814-1900),Q5,http://wikidata.org/entity/Q75735400
Q1067870,1,Charterhouse School,English collegiate independent boarding school,Q269770,http://wikidata.org/entity/Q1067870
Q913,1,Socrates,5th-century BCE Greek philosopher,Q5,http://wikidata.org/entity/Q913
Q297402,1,Prodicus,Greek philosopher (c. 465 – c. 395 BC),Q5,http://wikidata.org/entity/Q297402
Q221182,1,Isocrates,Greek rhetorician and writer (436–338 BC),Q5,http://wikidata.org/entity/Q221182
Q178197,1,mercenary,soldier who fights for hire,Q28640,http://wikidata.org/entity/Q178197
Q13502175,1,Erchia,ancient Athenian deme,Q672490,http://wikidata.org/entity/Q13502175
Q103011,1,Corinth,"seaside city in Peloponnese, Greece",Q515,http://wikidata.org/entity/Q103011
Q42973,4,architect,"person trained to plan and design buildings, and oversee their construction",Q28640,http://wikidata.org/entity/Q42973
Q185351,4,jurist,"legal scholar or academic, a professional who studies, teaches, and develops law",Q15987302,http://wikidata.org/entity/Q185351
Q207463,1,Pergola,Italian comune,Q747074,http://wikidata.org/entity/Q207463
Q69519417,1,Elisabeth-Josèphe de Laborde,French XVIIIth century aristocrat,Q5,http://wikidata.org/entity/Q69519417
Q3165957,1,Jean-François de La Borde,French private banker,Q5,http://wikidata.org/entity/Q3165957
Q16635758,1,,family,Q13417114,http://wikidata.org/entity/Q16635758
Q1147614,1,Ferme générale,historical tax collection system in France,Q327333,http://wikidata.org/entity/Q1147614
Q950303,2,Cratippus of Pergamon,ancient Greek philosopher,Q5,http://wikidata.org/entity/Q950303
Q667385,2,Aristos of Ascalon,ancient Greek philosopher,Q5,http://wikidata.org/entity/Q667385
Q52691,2,Venosa,Italian comune,Q747074,http://wikidata.org/entity/Q52691
Q1650915,1,researcher,"person who engages in research, professionally or otherwise. If a more specific occupation is known, use that instead",Q4164871,http://wikidata.org/entity/Q1650915
Q93239,1,Großnaundorf,municipality of Germany,Q116457956,http://wikidata.org/entity/Q93239
Q1622272,9,university teacher,person teaching at a university or college,Q66666607,http://wikidata.org/entity/Q1622272
Q505639,1,Athenaeum Illustre of Amsterdam,predecessor to university of Amsterdam,Q6005015,http://wikidata.org/entity/Q505639
Q11914886,2,comedy writer,playwright specializing in humor,Q28640,http://wikidata.org/entity/Q11914886
Q99956,1,Sarsina,Italian comune,Q747074,http://wikidata.org/entity/Q99956
Q121594,1,professor,academic position at universities and other education and research institutions,Q480319,http://wikidata.org/entity/Q121594
Q2468727,1,classical scholar,"person who studies classics, the culture of (mainly) Ancient Greece and Ancient Rome",Q28640,http://wikidata.org/entity/Q2468727
Q18916625,1,hellenist,philologist in the field of Hellenic languages,Q28640,http://wikidata.org/entity/Q18916625
Q9363889,1,literary translator,translator of literary works,Q28640,http://wikidata.org/entity/Q9363889
Q213344,1,Montreuil-sur-Mer,"French commune in Pas-de-Calais, Hauts-de-France",Q484170,http://wikidata.org/entity/Q213344
Q5818,1,Córdoba,"municipality in the province of Córdoba, Spain",Q2074737,http://wikidata.org/entity/Q5818
Q64854646,1,Acilia,mother of Lucan,Q5,http://wikidata.org/entity/Q64854646
Q47526365,1,Jacob Lasson,"classicist from Antwerp, Head Latin Schools in Holland",Q5,http://wikidata.org/entity/Q47526365
Q2596609,1,Jan Cornets de Groot,Dutch politician (1554-1640),Q5,http://wikidata.org/entity/Q2596609
Q110557871,1,Aeltje van Overschie,22 Oct 1561 - 20 Jan 1643,Q5,http://wikidata.org/entity/Q110557871
Q14467526,5,linguist,language scholar specialized in linguistics,Q28640,http://wikidata.org/entity/Q14467526
Q37226,4,teacher,"person who helps others to acquire knowledge, competences or values",Q28640,http://wikidata.org/entity/Q37226
Q473302,1,John Whitgift,Archbishop of Canterbury from 1583 to 1604,Q5,http://wikidata.org/entity/Q473302
Q777609,1,"Jean Hotman, Marquis de Villers-St-Paul",French diplomat and noble,Q5,http://wikidata.org/entity/Q777609
Q16153254,1,Elizabeth Bacon,English Tudor gentlewoman,Q5,http://wikidata.org/entity/Q16153254
Q358587,1,Anthony Bacon,English politician (1558-1601),Q5,http://wikidata.org/entity/Q358587
Q6969488,1,Nathaniel Bacon,politician,Q5,http://wikidata.org/entity/Q6969488
Q5341698,1,Edward Bacon,English politician,Q5,http://wikidata.org/entity/Q5341698
Q7528375,1,"Sir Nicholas Bacon, 1st Baronet, of Redgrave",English politician,Q5,http://wikidata.org/entity/Q7528375
Q56085905,1,Anne Bacon,Peerage person ID=663846,Q5,http://wikidata.org/entity/Q56085905
Q8055471,1,"York House, Strand","former string of mansions on the Strand in London, England",Q811979,http://wikidata.org/entity/Q8055471
Q608866,1,Nicholas Bacon,English politician (1510-1579),Q5,http://wikidata.org/entity/Q608866
Q475067,1,Anne Bacon,English scholar,Q5,http://wikidata.org/entity/Q475067
Q332342,1,Trinity College,constituent college of the University of Cambridge in England,Q1055028,http://wikidata.org/entity/Q332342
Q43332,1,Pompeii,"ancient Roman city near modern Naples, Italy",Q839954,http://wikidata.org/entity/Q43332
Q1734662,1,cartographer,person preparing geographical maps,Q28640,http://wikidata.org/entity/Q1734662
Q901402,1,geographer,scholar whose area of study is geography,Q28640,http://wikidata.org/entity/Q901402
Q215536,2,merchant,businessperson who trades in commodities that were produced by others,Q28640,http://wikidata.org/entity/Q215536
Q108541642,1,Izaak Bilderdijk,M.D,Q5,http://wikidata.org/entity/Q108541642
Q10084,2,Vlissingen,"municipality in Zeeland, the Netherlands",Q2039348,http://wikidata.org/entity/Q10084
Q20748658,1,Federico Pendasio,Renaissance logician (-1603),Q5,http://wikidata.org/entity/Q20748658
Q72672,1,Sorrento,Italian city,Q747074,http://wikidata.org/entity/Q72672
Q823060,1,Bernardo Tasso,Italian poet,Q5,http://wikidata.org/entity/Q823060
Q21425279,1,House of Tasso,Italian family,Q8436,http://wikidata.org/entity/Q21425279
Q193510,1,University of Padua,university in Italy,Q3918,http://wikidata.org/entity/Q193510
Q864503,2,biologist,scientist studying living organisms,Q28640,http://wikidata.org/entity/Q864503
Q2998308,1,cosmologist,astronomer who studies cosmology,Q28640,http://wikidata.org/entity/Q2998308
Q14565331,1,logician,person specializing in formal logic,Q28640,http://wikidata.org/entity/Q14565331
Q350979,2,zoologist,someone who studies or practices zoology,Q28640,http://wikidata.org/entity/Q350979
Q4263842,2,literary critic,cultural journalist who reviews new literary books,Q28640,http://wikidata.org/entity/Q4263842
Q170790,3,mathematician,person with an extensive knowledge of mathematics,Q28640,http://wikidata.org/entity/Q170790
Q5403434,1,ethicist,moral principle analyst,Q28640,http://wikidata.org/entity/Q5403434
Q15632482,1,epistemologist,person with an extensive knowledge of epistemology,Q28640,http://wikidata.org/entity/Q15632482
Q18930007,1,political philosopher,scholar of political philosophy,Q28640,http://wikidata.org/entity/Q18930007
Q270141,1,polymath,individual whose knowledge spans a significant number of subjects,Q12737077,http://wikidata.org/entity/Q270141
Q18930236,1,philosopher of language,,Q28640,http://wikidata.org/entity/Q18930236
Q846127,1,Stageira,"ancient city in Macedonia, Greece",Q839954,http://wikidata.org/entity/Q846127
Q21235810,2,Chalcis,ancient polis of Euboea,Q148837,http://wikidata.org/entity/Q21235810
Q193093,1,Platonic Academy,"ancient philosophical, research and educative center, founded by Plato in Athens",Q3914,http://wikidata.org/entity/Q193093
Q11924294,1,Giuniano Maio,Italian humanist,Q5,http://wikidata.org/entity/Q11924294
Q714946,1,Iovianus Pontanus,Italian poet (1426-1503),Q5,http://wikidata.org/entity/Q714946
Q3619505,1,Antonio de Ferraris,Italian physician and man of letters (1444–1517),Q5,http://wikidata.org/entity/Q3619505
Q143886,1,Accademia Pontaniana,academy of sciences,Q414147,http://wikidata.org/entity/Q143886
Q156023,1,Franz Xaver Wolfgang Mozart,"Austrian composer, teacher and performer; youngest son of Wolfgang Amadeus Mozart (1791-1844)",Q5,http://wikidata.org/entity/Q156023
Q713451,1,Franz Lachner,German composer and conductor (1803-1890),Q5,http://wikidata.org/entity/Q713451
Q1144673,1,Royal Academy of Music,conservatoire in London,Q184644,http://wikidata.org/entity/Q1144673
Q2490358,2,choreographer,person who creates choreographies,Q28640,http://wikidata.org/entity/Q2490358
Q3268638,1,Lycée Pierre-Corneille,"public school in Rouen, France",Q41176,http://wikidata.org/entity/Q3268638
Q207575,1,Riom,"commune in Puy-de-Dôme, France",Q484170,http://wikidata.org/entity/Q207575
Q125500905,1,Louis de la Grange-Chancel,1678-1747,Q5,http://wikidata.org/entity/Q125500905
Q1076734,2,Razac-sur-l'Isle,"commune in Dordogne, France",Q484170,http://wikidata.org/entity/Q1076734
Q288,2,Tours,"city and commune in Indre-et-Loire, Centre-Val de Loire, France",Q484170,http://wikidata.org/entity/Q288
Q83712177,1,Fortoiseau Castle,,Q751876,http://wikidata.org/entity/Q83712177
Q152002,5,pastor,ordained leader of a Christian congregation,Q63188683,http://wikidata.org/entity/Q152002
Q477766,1,Sauve,"commune in Gard, France",Q484170,http://wikidata.org/entity/Q477766
Q3064032,1,fabulist,writer of fables,Q28640,http://wikidata.org/entity/Q3064032
Q194145,1,Château-Thierry,"commune in Aisne, France",Q484170,http://wikidata.org/entity/Q194145
Q47118457,1,Charles de La fontaine,1594 - 1658,Q5,http://wikidata.org/entity/Q47118457
Q47010281,1,Françoise Pidoux,14 Oct 1582 - 1644,Q5,http://wikidata.org/entity/Q47010281
Q2983769,1,College of Juilly,Catholic teaching seminary in France,Q3914,http://wikidata.org/entity/Q2983769
Q883533,1,Muggendorf,district of Wiesenttal,Q253019,http://wikidata.org/entity/Q883533
Q502450,1,Burgbernheim,municipality of Germany,Q42744322,http://wikidata.org/entity/Q502450
Q700388,1,Benneckenstein,settlement in the German town of Oberharz am Brocken,Q253019,http://wikidata.org/entity/Q700388
Q322361,1,Ribe,town in Denmark,Q3957,http://wikidata.org/entity/Q322361
Q756617,1,Kingdom of Denmark,transcontinental sovereign state and constitutional monarchy,Q3624078,http://wikidata.org/entity/Q756617
Q186285,1,University of Copenhagen,"public research university in Copenhagen, Denmark",Q62078547,http://wikidata.org/entity/Q186285
Q209344,1,Sapienza University of Rome,Italian university founded in Rome in 1303,Q875538,http://wikidata.org/entity/Q209344
Q131262,1,University of Bologna,"university in Bologna, Italy",Q875538,http://wikidata.org/entity/Q131262
Q1985029,1,Frederik Willem van Eeden,Dutch botanist (1829-1901),Q5,http://wikidata.org/entity/Q1985029
Q214341,1,University of Amsterdam,"public university in Amsterdam, Netherlands",Q3918,http://wikidata.org/entity/Q214341
Q88288866,1,Marie-Hortense Racot de Grandval,French stage actress,Q5,http://wikidata.org/entity/Q88288866
