biblioitem,title,call_number,barcode,source_of_acquisition
7150,Gluck.,BIO GLUC d,20122856,Koopman
7151,New Mozart Documents:,BIO MOZA1 b,20123254,Koopman
7152,Die szenische Darstellung der Opern Georg Friedrich Händels auf der Londoner Bühne seiner Zeit,BIO HAND e,20122843,Koopman
7153,Die Clavier-Toccaten BWV 910-916 von Johann Sebastian Bach :,BIO BACH1 e,20126754,Koopman
7154,Das Hagenmarkt-Theater in Braunschweig (1690-1861),TOP DE.BRA1 5,20120748,Koopman
7156,Tibout Regters:,BIO REGT d,20121210,Koopman
7159,Spreken en zingen,INS2c,20128117,Koopman
7160,Carmina Burana,LIT a ELDE,20120230,Koopman
7161,Georg Schünemann (1884-1945) :,BIO SCHU9 d,20121459,Koopman
7162,Geistliche Musik im alten Hamburg.,INS3.1a DE.HAM,20123665,Koopman
7163,Delfts aardewerk III De Porceleyne Fles:,Top NL.DEL,20126641,Koopman
7164,Orgelwörterbuch,INS3.1a,20121330,Koopman
7166,St. Marien zu Lübeck und seine Wandmalereien,TOP DE. LUB,20122539,Koopman
7167,Studies in the history of musical Musical Pitch,MTP1 ELLI,20123327,Koopman
7168,At Home with Books :,BIB1 ELLI,20125207,Koopman
7169,Nina d'Aubigny von Engelbrunner :,BIO AUBI b,20123741,Koopman
7170,"Österreichische Musik, Musik in Österreich:",TOP AT 0,20120531,Koopman
7171,L'Amour,BIO ELSK a,20128323,Koopman
7173,Meilensteine der Bach-Interpretation 1750-2000.,BIO BACH1 e,20128647,Koopman
7174,Die Dame mit dem Cembalo.,BIO LAND b,20120367,Koopman
7175,Bishop and Son Organ Builders. The Story of J.C. Bishop and his successors,INS3.1b BISH,20123253,Koopman
7176,Forster and Andrews.,INS3.1b FORS,20122629,Koopman
7177,Ungedrukte Reste alten Gesangs ne,LIT ELWE a,20128844,Koopman
7178,"Die einstimmigen Kantaten, Canzonetten und Serenaden Giovanni Legrenzis",BIO LEGR e,20125101,Koopman
7179,Johann Sebastian Bach Orgelchoräl,BIO BACH1 c,20128692,Koopman
7180,Kantaten zu den Sonntagen Quasimodogeniti und Misercordia Domini.,SCO BACH1,20123539,Koopman
7181,Kritischer Bericht: Kantaten zum Sonntag Jubilate,SCO BACH1,20123538,Koopman
7182,Kritischer Bericht: Kantaten zum 5. und 6. Sonntag nach Trinitatis,SCO BACH1,20123530,Koopman
7183,Mitteilungsblatt der Arbeitsgemeinschaft Katholisch-Theologischer Bibliotheken 1996,BIB1 AKTB,20122055,Koopman
7187,Editions and Musicians.,MTP2 DEMER,20120701,Koopman
7188,Bach's Ornaments,BIO BACH1 e,20120991,Koopman
7189,Alla scoperta del Barocco italiano:,TOP IT 5,20122925,Koopman
7193,Imagines Agentes.,BIB1 ENEN,20122677,Koopman
7194,Musik in Thüringen,TOP DE.THU 0,20127267,Koopman
7195,Die Kasseler Hofkapelle im 17. Jahrhundert und ihre anonymen Musikhandschriften aus der Kasseler Landesbibliothek,TOP DE.KAS 5,20125407,Koopman
7196,Musik in Rom im 17. und 18. Jahrhundert:,TOP IT.ROM 5,20129459,Koopman
7197,Studien zur italienischen Musikgeschichte,TOP IT,20129463,Koopman
7198,Ars magna musices :,BIO KIRC e,20129464,Koopman
7199,Untersuchungen über Einflüsse Joh,BIO KIRN e,20126590,Koopman
7200,Musik und Musiker am Gottorfer Hofe.,TOP DE.GOT2 4,20127596,Koopman
7202,Johann Gottlieb Naumann als Opernkomponist (1741-1801):,BIO NAUM e,20123415,Koopman
7203,Gerardus Havingha en het orgel in,BIO HAVI e,20122831,Koopman
7204,Enchiridion:,PHI EPIC a,20125341,Koopman
7205,Beschreibung der Riepp-Orgeln der Abteikirche Ottobeuren,INS3.1e DE.OTT,20125809,Koopman
7206,Das Orchester in den Werken Jean-Baptiste Lullys,BIO LULL e,20123187,Koopman
7207,Studien über J.S. Bachs Sonaten für ein Melodieinstrument und obligates Cembalo,BIO BACH1 e,20120986,Koopman
7208,Zur Vor- und Entstehungsgeschichte von J.S. Bachs Tripelkonzert A-Moll (BWV.1044),BIO BACH1 e,20120507,Koopman
7209,Der Schulchor vom 16. Jahrhundert bis zur Gegenwart,INS2a,20128378,Koopman
7210,Samenspraken,PHI ERAS a,20130294,Koopman
7212,Schwerin als Stadt der Musik,TOP DE. SCH4,20123823,Koopman
7213,Händels Messiah :,BIO HAND e,20123467,Koopman
7214,Orgelinventarium. Bevarade klassiska kyrkorglar i Sverige,INS3.1a SE,20120047,Koopman
7215,"Harmonische Freude, Musikalische Freunde",SCO ERLE,20121564,Koopman
7216,Oude Oostenrijkse Orgels,INS3.1a AT,20123625,Koopman
7217,Bach und das Pianoforte,BIO BACH1 e,20120985,Koopman
7218,Der Flügel Joh. Seb. Bachs,BIO BACH1 e,20123038,Koopman
7219,Le Tableau,BIO AUTR e,20127159,Koopman
7220,Die Sammlung historischer Musikinstrumente des Musikwissenschaftlichen Institutes red Universität Erlangen-Nürnberg,INS1b GE.NUR,20126457,Koopman
7222,La ornamentación en la música de tecla ibérica del siglo XVI,INS3a ES,20123318,Koopman
7223,The Philosophy of an Organ Builder,INS3.1b ESTE,20120203,Koopman
7225,Leven in de middeleeuwen,TOP FR 3,20122302,Koopman
7226,The Diary of John Evelyn,BIO EVEL a,20128835,Koopman
7226,The Diary of John Evelyn,BIO EVEL a,20128834,Koopman
7229,Die Handschrift 322/1994 der Stadtbibliothek Trier als musikalische Quelle,BIB4 DE.TRI,20121479,Koopman
7230,Die Orgel- und Claviermacher Senft in Koblenz und Augsburg,INS3.1b SENF,20120048,Koopman
7231,Der Fluyten Lusthof,SCO EYCK,20121696,Koopman
7231,Der Fluyten Lusthof,SCO EYCK,20121695,Koopman
7231,Der Fluyten Lusthof,SCO EYCK,20121694,Koopman
7234,Huygens herdacht:,BIO HUYG1 c,20125242,Koopman
7235,À la recherche du temps perdu:,INS10.3d VANE,20127622,Koopman
7236,Dansen met Bach,BIO BACH1 e,20126731,Koopman
7237,Johann Sebastian Bach en de Italiaanse barok:,BIO BACH1 e,20127298,Koopman
7238,Alessandro Scarlatti e il principe Ferdinando de' Medici,BIO SCAR1 e,20128426,Koopman
7239,Monteverdi,BIO MONT2 d,20121145,Koopman
7240,"Il Corago,",TRE CORA,20126790,Koopman
7241,Handbuch Orgelmusik,INS3.1a,20121359,Koopman
7242,"Bach Performance Practice, 1945-1975:",BIO BACH1 e,20122917,Koopman
7243,Music in seventeenth-century Naples :,BIO PROV e,20122529,Koopman
7244,Andrea Falconieri Napoletano,BIO FALC d,20120583,Koopman
7246,Memorie dell'Abate Don Bonifacio Pecorone della città di Saponara Musico della Real Cappella di Napoli ,BIO PETR a,20130281,Koopman
7247,Essais de diphthérographie musicale,TRE FAGE,20125335,Koopman
7248,Catalogue des manuscrits de la Bibliothèque publique de la ville de Courtrai :,BIB4 BE.KOR,20122155,Koopman
7249,L'Opéra à Paris :,TOP FR.PAR 5,20126861,Koopman
7250,"Wilhelm Friedemann Bach,",BIO BACH12 d,20122910,Koopman
7251,Danske Instrumentbyggere 1770-1850,INS1a DK,20122015,Koopman
7252,Die Stadt mit den goldenen Türmen,BIO FALK a,20120632,Koopman
7253,Les manuscrits de l'Abbaye de Cadouin,BIB4 FR.CAD,20121498,Koopman
7255,The Organ of the Ancients from Eastern Sources,INS3.1a,20126892,Koopman
7256,De godin van Oud-Zuilen,LIT FARN a,20122387,Koopman
7258,Het historisch orgel in Vlaanderen.,INS3.1a BE,20129045,Koopman
7258,Het historisch orgel in Vlaanderen.,INS3.1a BE,20129043,Koopman
7260,Orgels van Vlaanderen,INS3.1a BE,20129316,Koopman
7261,Die Musikaliensammlung der Familie von Voss :,BIB4 DE.BER VOSS,20121391,Koopman
7262,Mme de la Fayette par elle-même,BIO LAFA a,20130195,Koopman
7263,Le problème de l'incroyance au XVIe siècle :,LIT RABE b FEBV,20126504,Koopman
7264,Studien zur Dresdner Überlieferung von Instrumentalkonzerten deutscher Komponisten des 18. Jahrhunderts:,TOP DE.DRES 5,20127279,Koopman
7265,Ein anonymer Musiktraktat aus der 1. Hälfte des 16. Jahrhunderts in cod. 514 der Benediktinerabtei Göttweig/Niederösterreich,TRE BENE,20120506,Koopman
7266,Theorie als Brücke zur Praxis.,MTP1 FEDE,20127655,Koopman
7267,Musik und Geschichte: Aufsätze aus nichtmusikalischen Zeitschriften,TRE FEDE,20120706,Koopman
7268,"Akkord und Stimmführung in den musiktheoretischen Systemen von Hugo Riemann, Ernst Kurth und Heinrich Schenker",TRE FEDE-->MTP1 FEDE,20126447,Koopman
7270,Philips van Leyden en zijn bibliotheek,BIO PHIL1 d,20121987,Koopman
7271,Die Inschrift des Reiterreliefs von Madara,TOP BG.MAD 3,20130332,Koopman
7272,Das Musikkollegium Winterthur 1629-1837,TOP CH.WIN 5,20120585,Koopman
7273,"L'école de Mannheim, ",TOP DE.MAN 5,20120919,Koopman
7275,Het ideaal in de kunst,AES FEIT,20120300,Koopman
7276,Musik und Musikpflege im mittelalterlichen Schlesien,TOP DE.SIL 3,20127127,Koopman
7277,Le livre des reçus des facteurs d'orgues liégeois Arnold et Arnold-Joseph Graindorge (1800-1864),INS3.1b GRAI,20120871,Koopman
7277,Le livre des reçus des facteurs d'orgues liégeois Arnold et Arnold-Joseph Graindorge (1800-1864),INS3.1b GRAI,20120870,Koopman
7279,Les Orgues historiques de Flône.,INS3.1a BE,20126618,Koopman
7280,Inventaire descriptif des orgues de la ville de Liège,INS3.1a BE.LIE,20126617,Koopman
7281,Johann Sebastian Bach,BIO BACH1 d,20122958,Koopman
7282,Kolloquium. Johann Sebastian Bach und das Zeitalter der Aufklärung.,BIO BACH1 e,20123039,Koopman
7283,Palestrina-Studien /,BIO PALE f,20127684,Koopman
7284,Studien zur Musikgeschichte des Rheinlandes II,TOP DE.RHI,20128071,Koopman
7284,Studien zur Musikgeschichte des Rheinlandes II,TOP DE.RHI,20121378,Koopman
7285,Die Kirchenmusik W. A. Mozarts,BIO MOZA1 e,20125655,Koopman
7286,Beiträge zur Choralbegleitung und Choralverarbeitung.,INS3.1a DE,20129271,Koopman
7287,Palestrina,BIO PALE d,20123423,Koopman
7289,The English Madrigal Composers,TOP GB 4,20127843,Koopman
7290,Orlando Gibbons and his family,BIO GIBB e,20122858,Koopman
7294,Aussagemoglichkeiten barocker Musik untersucht und,BIO BACH1 e,20122799,Koopman
7295,Die Improvisation in der Musik. Eine Entwicklungsgeschichte und Psychologische Untersuchung.,MTP 2 FERR,20123296,Koopman
7298,Dipingere la musica:,INS1a,20121272,Koopman
7299,Porporino of De mysteries van Napels,LIT FERN a,20128977,Koopman
7300,Dietrich Orgemester,BIO BUXT d,20122804,Koopman
7301,Gli organi di Gaetano Callido nelle Marche,INS3.1b CALL,20128803,Koopman
7302,Johann Sebastian Bach,BIO BACH1 d,20125848,Koopman
7303,Orgues du Brabant Wallon.,INS3.1a BE,20128690,Koopman
7304,Orgues de Belgique en cartes postales anciennes. Belgische orgels in oudee postkarten,INS3.1a BE,20129029,Koopman
7305,Il fondo musicale della Biblioteca Capitolare del duomo di Treviso,BIB4 IT.TRE,20128928,Koopman
7306,Strumenti musicali e testimonianze teoriche nel Medio Evo,INS1a,20126479,Koopman
7317,Concerto in a minor,SCO FESC,20121888,Koopman
7320,Eine neue Quelle zur italienische Orgelmusik des Cinquecento,SCO MISC GOLL,20127203,Koopman
7321,The Penguin Book of Italian Madrigals,SCO S ROCH,20122790,Koopman
7322,Il Restauro dell'Organo della Cattedrale di Orte,INS3.1e IT.ORT,20121426,Koopman
7323,"Johann Sebastian Bach, Erbe und Besinnung",BIO BACH1 e,20123706,Koopman
7324,Das Inventar der Münchner herzoglichen Kunstkammer von 1598.,TOP DE.MUN1 4,20126977,Koopman
7325,Het Orgel. Een Historisch instrument,INS3.1a,20128639,Koopman
7331,John Jenkins and His Time:,BIO JENK e,20122718,Koopman
7333,Claudio Monteverdi :,BIO MONT2 e,20128888,Koopman
7334,Neues Handbuch der Musikwissenschaft: Die Musik des 18. Jahrhunderts,MTP1 DAHL,20121442,Koopman
7335,Loyset Compère (c. 1450-1518),BIO COMP d,20126672,Koopman
7336,Joseph Haydn und seine Zeit /,BIO HAYD1 d,20123811,Koopman
7337,Georg Friedrich Steinmeyer (1819-1901) und sein Werk :,BIO STEI0 d,20120876,Koopman
7339,Korte en noodigste grond-regelen van de bassus-continuus,INS3c,20128228,Koopman
7340,Les marques de bibliothèque de la maison de Fischer-Reichenbach,BIB4 CH.BER,20127521,Koopman
7341,Die organistische improvisation im 17. jahrhundert:,BIO BACH10 d,20126553,Koopman
7343,Ignatius en Jan van Logteren:,BIO LOGT d,20120691,Koopman
7344,Frankfurter Telemann-Dokumente,BIO TELE b,20123387,Koopman
7345,"""Ich habe fleißig seyn müssen ...""",BIO BACH1 e,20122781,Koopman
7346,"Charles Brenton Fisk, Organ Builder",INS3.1b FISK,20128819,Koopman
7346,"Charles Brenton Fisk, Organ Builder",INS3.1b FISK,20128820,Koopman
7348,English Theatre Music in the Eighteenth Century,TOP GB 5,20127860,Koopman
7349,"Almanachs chantants et galants du XVIIIe siècle, composant la collection de M. Henri Lavedan",BIB4 FR LAVE,20122040,Koopman
7350,John Brown (1715-1766) und seine,BIO BROW e,20122143,Koopman
7351,Die solistische Gambenmusik in Deutschland im 18. Jahrhundert,INS4.5a FLAS,20126591,Koopman
7353,Christlieb Siegmund Binder (1723-1789),BIO BIND d,20122898,Koopman
7354,Etrurien und Rom,GHM0,20129381,Koopman
7355,"Georg Philipp Telemann, Leben und Werk:",BIO TELE d,20122424,Koopman
7357,Das schlesische Kunstdrama,LIT FLEM a,20120713,Koopman
7358,Das Ordensdrama,LIT FLEM a,20120714,Koopman
7359,Die deutsche Barockkomödie,LIT FLEM a,20120715,Koopman
7360,Die Oper,LIT FLEM a,20120716,Koopman
7361,Oratorium Festspiel,LIT FLEM a,20120717,Koopman
7362,Kalkmalerierne i Sct. Mariæ Kirke og Vor Frue Kloster,TOP DK.HEL 4,20121189,Koopman
7363,"Georg Friedrich Händel, Lebens- und Schaffensdaten",BIO HAND d,20122943,Koopman
7364,Speculum Ævi:,TOP DE.LUB,20122749,Koopman
7367,Enkele herinneringen aan Jan van Gilse,BIO GILS e--<b,20127911,Koopman
7368,"Mozart bearbeitet und variiert, parodiert und zitiert",BIO MOZA1 f,20121143,Koopman
7369,Über einige metrische Probleme bei Mozart,BIO MOZA1 f,20121142,Koopman
7370,Mozarts Bearbeitungen eigener und fremder Werke,BIO MOZA1 e,20120764,Koopman
7372,Die Lautentabulatur des Stiftes Kresmünster,INS5.1d FLOT,20128501,Koopman
7373,Fux-Studien.,BIO FUX e,20122869,Koopman
7374,Oesterreichisches Musiklexicon,TOP AT 0,20120598,Koopman
7374,Oesterreichisches Musiklexicon,TOP AT 0,20120597,Koopman
7374,Oesterreichisches Musiklexicon,TOP AT 0,20120596,Koopman
7374,Oesterreichisches Musiklexicon,TOP AT 0,20120595,Koopman
7374,Oesterreichisches Musiklexicon,TOP AT 0,20120594,Koopman
7379,Das sogenannte Organum.,GEN 5,20123780,Koopman
7380,"Die Norddeutsche Sinfonie zur Zeit Friedrichs d. Gr., und besonders die Werke Ph. Em. Bachs.",TOP DE 5,20125258,Koopman
7381,Gioseffo Zarlino als Komponist,BIO ZARL d,20121473,Koopman
7382,Die musische Aura der Markgräfin Wilhelmine.,BIO WILH e,20129221,Koopman
7383,Der Junge Bach in Lüneburg,BIO BACH1 e,20125434,Koopman
7384,Arp Schnitger und seine Schule.,INS3.1b SCHN,20128569,Koopman
7385,Wörterbuch zu Kristian von Troyes,LIT FOER a,20126485,Koopman
7386,Giovanni Legrenzi,BIO LEGR d,20125110,Koopman
7387,Maria Teresa Fiorio Bambaia,BIO BAMB1 c,20127676,Koopman
7388,Les mathématiques et la musique,MTP1 FOKK,20125412,Koopman
7389,Recherches musicales théoriques et pratiques.,MTP1 FOKK,20125411,Koopman
7390,Private libraries of musicians and musicologists :,BIB3 FOLT,20127940,Koopman
7391,"Humanisten, dwepers en rebellen in de zestiende eeuw",BIB2 FONT,20120565,Koopman
7392,"Drukkers, liefhebbers en piraten in de zeventiende eeuw",BIB2 FONT,20120564,Koopman
7393,De verdwenen antiquaar:,BIB4 NL FONT,20127133,Koopman
7394,Contes et nouvelles,LIT LAFO a,20122204,Koopman
7395,La Ville de Moudon,TOP CH.MOU,20122046,Koopman
7396,Das Spätwerk des Michael Praetori,BIO PRAE e,20123401,Koopman
7398,Orgeln in Österreich,INS3.1a AT,20125827,Koopman
7399,Il violoncello.,INS4.3a,20125310,Koopman
7400,"Lazaro Valvasensis, musicista di Valvasone",BIO VALV e,20128586,Koopman
7401,Bernardino Santini,BIO SANT2 d,20125575,Koopman
7402,L'organo Bonatti di San Tomaso Cantuariense,INS3.1e IT.VER,20125781,Koopman
7403,"Über das Leben und die kirchenmusikalischen Werke des Giuseppe Antonio Bernabei,",BIO BERN d,20122903,Koopman
7404,Music and Theatre:,REF4 DEAN,20120414,Koopman
7405,Werken voor drie melodie-instrumenten,SCO MISC RASC,20121703,Koopman
7406,Les Lettres du Chateau d'Assas,BIO CHAT a,20125205,Koopman
7408,Hieronymus Bosch,BIO BOSC e,20125203,Koopman
7410,Decorative Music Title Pages.,BIB3 FRAE,20127721,Koopman
7412,François Rabelais:,LIT RABE b FRAM,20129354,Koopman
7414,Cartoline Amorose,VIS FRAN,20125706,Koopman
7415,Parole Note,LIT FRAN a,20120947,Koopman
7416,Il Tesoro di S. Pietro,VIS FRAN,20129038,Koopman
7418,Correspondance /,BIO FRAN e,20120777,Koopman
7419,Die Pilgerfahrt nach Lübeck,BIO BACH1 e,20126568,Koopman
7423,Il coretto dei sovrani in S. Felicita:,TOP IT.FLO,20127191,Koopman
7425,The medieval french drama,TOP FR 3,20127213,Koopman
7426,La Passion du Palatinus.,LIT FRAN a,20126527,Koopman
7427,Der Liber ordinarius der Regularkanoniker der Windesheimer Kongregation,TOP NL.ZWO,20121076,Koopman
7428,Bach studies /,BIO BACH1 e,20122969,Koopman
7429,Gesammelte Schriften über die Wiederbelebung Bach'scher und Händel'scher Werke,BIO BACH1 e,20134251,Koopman
7430,The Grand Canal,TOP IT.VEN1,20125560,Koopman
7436,"Father Smith. Otherwise Bernard Schmidt, being an Account of a Seventeenth Century Organ Maker",INS3.1b SCHM,20123069,Koopman
7437,The practice of music at Melk Abbey :,TOP AT.KRE,20122675,Koopman
7439,Der frühe italienische Generalbass dargestellt anhand der Quellen von 1595 bis 1655,TOP IT 5,20120705,Koopman
7439,Der frühe italienische Generalbass dargestellt anhand der Quellen von 1595 bis 1655,TOP IT 5,20120704,Koopman
7441,Portrait of a Castrato:,BIO MELA d,20121977,Koopman
7449,Bach Antlitz,BIO BACH1 e,20125478,Koopman
7450,Die Ohrdrufer Bache in der Silhouette,BIO BACH0 d,20121000,Koopman
7451,Musikgeschichte der Stadt Stettin im 18. Jahrhundert,TOP PL.SZC 5,20120938,Koopman
7452,Die große Orgel in der Stiftskirche Schlägl,INS3.1e AT.SCH,20128755,Koopman
7453,Glaube klingt -,TOP AT 0,20129180,Koopman
7454,Orgeln im Stift Schlägl und in seinen inkorporierten Pfarreien,INS3.1e AT.SCH,20121306,Koopman
7455,Beiträge zum oberösterreichischen Orgelbau,INS3.1a AT,20123206,Koopman
7456,Pfarrkirche St. Laurentius Ungenach,TOP AT.UNG,20128773,Koopman
7458,"Das geheime politische Tagebuch des Kurprinzen Friedrich Christian, 1751 bis 1757 /",BIO FRIE a,20122596,Koopman
7459,Briefe Friedrichs des Großen,BIO FRIE a,20120108,Koopman
7459,Briefe Friedrichs des Großen,BIO FRIE a,20120107,Koopman
7461,Johann Ludwig Krebs.,BIO KREB d,20125743,Koopman
7462,Der Orgelbauer Heinrich Gottfried Trost.,INS3.1b TROS,20128790,Koopman
7463,Orgeln im Altenburger Land,INS3.1 a DE.THU,20129117,Koopman
7464,Geschichte und Rekonstruktion der Trost-Orgel in der Konzerthalle Schloßkirche Altenburg. Autorenkollektiv,INS3.1 e DE.ALT,20129106,Koopman
7466,Die Hildebrandt-Orgel zu Naumburg.,INS3.1e DE.NAU,20130201,Koopman
7467,Die Brüder Bach,BIO BACH0 d,20128831,Koopman
7468,Th. Frobenius & Co. (1909-1959),INS3.1b FROB,20128763,Koopman
7469,HelsingÌr Domkirke. Sct. Olai Kirkes Orgel 1559-1969,INS3.1e DK.HEL,20128770,Koopman
7470,Buxtehude Hans by og Hans Orgel,BIO BUXT e,20123391,Koopman
7471,Diderik Buxtehude,BIO BUXT d,20123235,Koopman
7472,"Orgelbygning I Danmark. Renaissance, Barok og Rokoko",INS3.1a DK,20123230,Koopman
7473,Det Danske hoftrompeter korps.,TOP DK,20120737,Koopman
7474,Det Kongelige Kapel.,TOP DK.COP,20120725,Koopman
7476,Wegen van Evert Willemsz. :,BIO WILL6 d,20127595,Koopman
7478,Giorgiones Ländliches Konzert:,BIO GIOR e,20122701,Koopman
7479,Kirkeorgelfabrik,INS3.1b FROB,20120009,Koopman
7480,Kritischer Bericht: Ratswahlkantaten I,SCO BACH1,20123514,Koopman
7481,Kritischer Bericht: Ratswahlkantaten II,SCO BACH1,20123513,Koopman
7483,La Correspondance générale de Grétry :,BIO GRET a,20122823,Koopman
7484,Voyage en Béarn,LIT FROI a,20126503,Koopman
7485,Friedrich WIlhelm Marpurg and Musical Temperament in Late Eighteenth-Century Germany,BIO MARP e,20127505,Koopman
7485,Friedrich WIlhelm Marpurg and Musical Temperament in Late Eighteenth-Century Germany,BIO MARP e,20127506,Koopman
7487,Geschichte des Orgelspiels und der Orgelkomposition,INS3.1a,20128741,Koopman
7487,Geschichte des Orgelspiels und der Orgelkomposition,INS3.1a,20128740,Koopman
7490,Orgel und Orgelmusik in deutsch-jüdischer Kultur.,INS3.1 a DE,20121331,Koopman
7491,Tien jaren uit de Tachtigjarige Oorlog,HUM FRUI,20130268,Koopman
7492,Geschiedenis der staatsinstellingen in Nederland tot den val der Republiek,TOP NL,20120078,Koopman
7494,The book of world-famous libretti :,LIT FULD a,20127873,Koopman
7496,Mechanical Musical Instruments as a Source for the Study of Notes Inégales,INS10.9d FULL,20128410,Koopman
7497,Martin Agricola,BIO AGRI d,20123648,Koopman
7498,Klavierkammermusik mit Bläsern und Streichern in der 2. Hälfte des 18. Jahrhunderts/,GEN 12,20125505,Koopman
7499,Zur Geschichte der Musik und des Theaters am Hofe zu Dresden nach archivalischen Quellen.,TOP DE.DRE 5,20128215,Koopman
7500,Zungenstimmen 1928. Carl Giesecke & Sohn.,INS3.1b GIES,20129302,Koopman
7509,Frans Hals tentoonstelling,BIO HALS f,20122368,Koopman
7510,Arazzi:,VIS GABE,20127677,Koopman
7511,An Annotated Catalog of Rare Musical Items in the Libraries of the University of Iowa,BIB4 US.IOW,20122654,Koopman
