biblionumber;barcode
11622;20123858
11623;20126651
11624;20127440
11627;20125459
11628;20129415
11629;20129365
11630;20123212
11631;20122802
11632;20126938
11633;20126976
11634;20121661
11635;20128768
11636;20122127
11637;20123231
11638;20129738
11639;20122241
11640;20129952
11641;20123110
11641;20115767
11642;20129999
11643;20134024
11644;20120658
11645;20120221
11646;20120220
11647;20120867
11648;20126952
11650;20122546
11651;20120631
11652;20120529
11653;20126719
11655;20126546
11656;20121336
11658;20122607
11659;20126475
11660;20122117
11661;20129012
11662;20120499
11663;20126956
11664;20123792
11665;20123787
11666;20122604
11667;20127193
11668;20127349
11669;20127729
11670;20127727
11671;20127758
11672;20120610
11673;20127299
11673;20123801
11675;20128972
11676;20121372
11676;20121371
11676;20121370
11676;20121369
11676;20121368
11681;20125085
11682;20128263
11683;20127271
11684;20122025
11688;20128440
11689;20120534
11690;20125084
11691;20122911
11692;20120526
11693;20125386
11703;20125223
11704;20121057
11705;20121056
11706;20122493
11707;20120536
11708;20125102
11709;20123147
11710;20120579
11711;20126879
11712;20128438
11713;20126890
11714;20129371
11715;20122709
11716;20120133
11717;20121309
11718;20121307
11719;20123745
11720;20120969
11721;20129230
11722;20123195
11723;20127571
11724;20129149
11725;20125496
11726;20125490
11727;20120762
11728;20126893
11728;20128192
11729;20129326
11730;20129168
11733;20128151
11734;20125593
11735;20127345
11736;20127198
11737;20123728
11738;20120365
11739;20120440
11740;20123663
11741;20129337
11742;20126808
11743;20127044
11744;
11745;20127022
11746;20127020
11747;20127019
11748;20127017
11749;20127016
11750;20127015
11751;20127453
11752;20127450
11753;20127768
11754;20127765
11755;20127763
11755;20127794
11757;20127759
11758;20127756
11759;20127751
11760;20127747
11761;20127746
11762;20127712
11763;20127726
11764;20127733
11765;20127732
11766;20127731
11767;20127730
11768;20127728
11769;20127710
11770;20127709
11771;20125004
11772;20125000
11773;20127083
11774;20127082
11775;20127075
11776;20127072
11777;20127069
11778;20127068
11779;20127067
11780;20127065
11781;20127062
11783;20127055
11783;20127056
11784;20127054
11785;20127053
11786;20127052
11787;20125072
11788;20125071
11789;20125070
11790;20125066
11791;20125065
11792;20125064
11793;20125062
11794;20125052
11795;20125051
11796;20125050
11797;20125049
11798;20125045
11799;20125040
11800;20125032
11801;20125031
11802;
11803;20127797
11804;20127796
11805;20127793
11806;20127792
11807;20127791
11808;20127783
11809;20127779
11810;20127774
11811;20125149
11812;20125146
11813;20125145
11814;20125137
11814;20125138
11814;20125140
11814;20125139
11815;20125123
11816;20125116
11817;20125109
11818;20125108
11819;20125104
11820;20125096
11821;20125082
11822;20125081
11823;20127901
11824;20127872
11825;20127863
11826;20127862
11827;20127857
11828;20125289
11829;20125286
11830;20125285
11831;20125269
11832;20125265
11833;20125261
11834;20125256
11835;20125253
11836;20125249
11837;20125226
11838;20125214
11839;20125202
11840;20125199
11841;20125198
11842;20125196
11844;20125187
11845;20125186
11846;20125180
11847;20125181
11848;20128060
11849;20128048
11850;20128058
11851;20128050
11852;20128045
11853;20128041
11854;20128040
11855;20128039
11856;20128038
11857;20128030
11858;20128028
11859;20128024
11860;20128023
11861;20127976
11862;20128101
11864;20128093
11865;20128090
11866;20128072
11867;20125329
11868;20125321
11869;20125333
11870;20125331
11871;20125355
11872;20125346
11873;20125378
11874;20125375
11875;20125373
11876;20125361
11877;20125405
11880;20125401
11881;20125393
11882;20125387
11883;20128141
11883;20128140
11885;20128119
11886;20128114
11887;20128185
11888;20128184
11889;20128183
11890;20128181
11891;20128169
11892;20128159
11893;20128158
11894;20128153
11898;20128330
11899;20128328
11899;20125001
11899;20125003
11900;20128324
11901;20128322
11902;20128318
11903;20128317
11904;20128314
11905;20128312
11906;20128311
11908;20128307
11908;20128306
11910;20128357
11911;20128356
11912;20128355
11913;20128353
11914;20128351
11915;20128399
11917;20128190
11918;20128211
11919;20128208
11920;20128206
11921;20128200
11922;20128197
11923;20128242
11924;20128241
11925;20128239
11927;20128235
11927;20128234
11929;20128300
11930;20128299
11931;20128298
11932;20128297
11933;20128296
11933;20128295
11935;20128294
11936;20128289
11936;20128288
11938;20128287
11939;20128286
11939;20128285
11941;20128284
11941;20128283
11941;20128282
11944;20128281
11946;20128278
11947;20128277
11949;20128266
11950;20128257
11952;20128250
11953;20125416
11954;20125468
11955;20125449
11956;20125443
11957;20125439
11958;20125438
11959;20125433
11960;20125431
11961;20125430
11962;20125507
11963;20125504
11964;20125502
11965;20125476
11966;20125470
11967;20125534
11968;20125530
11969;20125529
11970;20125527
11971;20125524
11972;20125523
11973;20125521
11974;20125520
11975;20125512
11976;20125553
11977;20125552
11978;20125548
11979;20125541
11980;20125629
11981;20125624
11983;20125620
11984;20125598
11985;20125591
11986;20125585
11987;20125649
11988;20125666
11990;20125662
11990;20125661
11992;20125656
11993;20125717
11994;20125716
11995;20125714
11996;20125704
11998;20125696
11998;20125697
11998;20125695
11998;20128347
12000;20125690b
12001;20125689
12004;20125684
12004;20125683
12004;20125682
12005;20125681
12006;20125676
12007;20125674
12008;20125671
12009;20128472
12010;20128467
12011;20128465
12012;20128464
12013;20128461
12014;20128459
12015;20128449
12016;20128448
12017;20128441
12018;20128433
12019;20128432
12021;20128430
12022;20129575
12023;20129576
12024;20129577
12025;20129578
12027;20128891
12028;20128890
12029;20128875
12030;20128874
12031;
12032;20128837
12032;20128838
12034;20128829
12035;20128481
12036;20128480
12037;20128477
12038;20128557
12039;20128556
12040;20128555
12041;20128553
12042;20128547
12043;20128546
12044;20128543
12045;20128528
12046;20128509
12047;20128571
12048;20128594
12049;20128600
12050;20128599
12051;20128618
12052;20128617
12053;20128607
12053;20134492
12054;20128648
12055;20128643
12056;20128637
12057;20128635
12058;20128634
12059;20128630
12060;20128936
12061;20128934
12062;20128932
12063;20128925
12064;20128909
12065;20128885
12066;20128899
12067;20126459
12067;20128677
12068;20128676
12069;20128673
12070;20128669
12071;20128668
12072;20128659
12073;20128655
12074;20128654
12075;20128650
12076;20125761
12077;20125756
12078;20125747
12079;20125741
12080;20125722
12081;20128720
12082;20128711
12083;20128704
12084;20128695
12086;20145900
12086;20145901
12087;20128758
12088;20128743
12089;20128802
12090;20128780
12091;20128777
12091;20130801
12092;20128774
12093;20129044
12094;20129056
12095;20129041
12096;20129027
12097;20129026
12098;20129022
12099;20129013
12100;20129008
12101;20129006
12102;20129004
12103;20129001
12103;20129953
12104;20128998
12105;20128995
12106;20128988
12107;20128979
12113;20129104
12114;20129091
12114;
12116;20129071
12117;20125945
12118;20125941
12119;20125933
12120;20125932
12121;20125928
12122;20125922
12123;20125918
12123;20125917
12123;20125916
12123;20125915
12127;20125914
12128;
12129;20125889
12130;20125886
12131;20125882
12133;20127658
12133;20125876
12133;20125875
12133;20125874
12133;20125873
12133;20125872
12133;20125865
12139;20125840
12140;20125838
12141;20125829
12142;20125824
12143;20125823
12144;20125822
12145;20125812
12146;20125811
12147;20125808
12148;20125807
12149;20125805
12150;20125804
12151;20125789
12152;20129313
12153;20129305
12154;20129301
12155;20129298
12156;20129167
12157;20129161
12158;20129148
12159;20129179
12160;20129173
12161;20129186
12162;20129185
12163;20129184
12164;20129214
12165;20129208
12166;20129207
12166;20130666
12166;20130665
12166;20130663
12166;20130669
12166;20130668
12166;20130664
12167;20129204
12168;20129203
12169;20129194
12170;20129254
12171;20129251
12172;20129250
12173;20129248
12174;20129236
12175;20129226
12176;20129219
12177;20129259
12178;20129279
12179;20129274
12180;20129270
12181;20129324
12181;20134602
12181;20134601
12181;20134600
12181;20144247
12181;20144248
12181;20144249
12182;20129320
12183;20129340
12184;20129345
12185;20129348
12186;20129358
12187;20129369
12188;20129379
12189;20129377
12190;20129376
12191;20129394
12192;20129389
12193;20137417
12194;20129407
12194;20144181
12195;20129406
12196;20129399
12197;20121458
12198;20121447
12199;20121445
12200;20123608
12201;20123604
12202;20123593
12203;20123585
12204;20123563
12205;20130344
12206;20121373
12212;20121385
12216;20123457
12217;20123452
12218;20121358
12219;20121357
12220;20121352
12220;20127494
12225;20121346
12226;20121329
12227;20121328
12228;20121327
12229;20121326
12230;20121324
12231;20140129
12232;20121315
12233;20121313
12234;20130337
12235;20130338
12236;20121304
12237;20121281
12238;20121277
12239;20121267
12240;20121262
12241;20121258
12242;20121254
12243;20123373
12245;20123370
12247;20121234
12248;20121229
12249;20121217
12250;20121211
12251;20121206
12252;20121203
12253;20121202
12254;20121192
12255;20121191
12256;20121182
12257;20121178
12258;20123368
12258;20123367
12260;20123366
12262;20123360
12263;20123356
12264;20123354
12265;20123353
12266;20123350
12267;20123347
12267;20123346
12269;20123343
12270;20123341
12271;20123340
12272;20123338
12273;20123337
12274;20123334
12275;20135551
12276;20123303
12277;20123283
12278;20121168
12279;20121167
12280;
12281;20121154
12282;20121151
12283;20130330
12284;20121139
12285;20121107
12286;20121097
12287;20123248
12289;20121087
12290;20121065
12291;20123220
12292;20143962
12293;
12294;20123211
12295;20123209
12296;20123204
12297;20123202
12298;20123201
12299;20123198
12300;20123197
12301;20123190
12302;20130326
12303;20123186
12304;20123175
12304;20123174
12304;20123173
12307;20123164
12308;20123163
12309;20123159
12310;20123158
12311;20123156
12312;20123153
12313;20123150
12314;20123148
12315;20121030
12315;20121029
12317;20121028
12318;20121027
12319;20121025
12320;20121022
12321;20121020
12322;20121016
12323;20121015
12324;20121014
12325;20121012
12326;20121011
12327;
12328;20120997
12329;20120992
12333;20122966
12335;20122964
12336;20122962
12337;20122961
12338;20122960
12339;20122955
12340;20122951
12341;20122950
12342;
12343;20122944
12344;20122931
12345;20122928
12346;20122927
12347;20122922
12348;20122912
12349;20122900
12350;20122881
12351;20123123
12352;20122860
12353;20122845
12354;20123099
12355;20123079
12356;20123067
12357;20122828
12358;20122825
12359;20122800
12360;20122792
12361;20122786
12362;20123052
12363;20123051
12364;20123035
12367;20122775
12367;20122774
12367;20122776
12368;20122766
12369;20122765
12370;20122762
12371;20122758
12372;20122757
12373;20122756
12374;20122755
12375;20122754
12376;20122752
12377;20122751
12378;20123002
12378;20123001
12380;20123000
12381;20130313
12382;20122991
12383;20122989
12384;20122988
12385;20122987
12386;20122747
12387;20145742
12388;20122746
12390;20122728
12391;20122727
12392;20122722
12393;20122720
12394;20122717
12395;20122986
12396;20122984
12397;20122979
12398;20122975
12399;20120968
12400;20120952
12401;20120946
12402;20120944
12403;20120943
12404;20120933
12405;20120921
12406;20120911
12407;20120903
12409;20120900
12410;20120894
12411;20120893
12412;20120890
12413;20120888
12414;20120885
12415;20120883
12416;20122697
12417;20122689
12418;20122691
12419;20122682
12420;20122680
12420;20130240
12421;20122663
12422;20122646
12423;20122627
12424;20122617
12425;20122579
12426;20122578
12427;20122566
12428;20122565
12429;20120868
12430;20120862
12431;20120861
12432;20120857
12433;20120855
12434;20120846
12435;20120836
12436;20122556
12437;20122555
12438;20130304
12439;20122554
12440;20122553
12441;20122543
12442;20122536
12443;20122531
12443;20122530
12445;20122526
12446;20122525
12449;20122519
12450;20120785
12451;20120784
12452;20120776
12453;20120758
12454;20120768
12455;20120766
12456;20120771
12457;20120770
12458;20120755
12459;20120753
12460;20120729
12461;20120733
12462;20120698
12463;20122505
12464;20122504
12465;
12466;20122502
12467;20122501
12468;20122497
12469;20122495
12470;20122492
12471;20122486
12472;20122485
12473;20122478
12474;20120690
12475;20120683
12476;20120682
12477;20120680
12478;20120679
12479;20120677
12480;20122477
12480;20122476
12480;20122475
12480;20122474
12480;20122473
12480;20122472
12486;20122468
12487;20120673
12488;20120669
12496;20120655
12497;20120653
12498;20120646
12499;20120629
12500;20120628
12501;20120622
12502;20120606
12502;20120605
12504;20120601
12505;20120584
12506;20120581
12507;20120573
12508;20120571
12509;20120570
12510;20120568
12511;20120566
12512;20120561
12513;20120553
12514;20120550
12515;20120546
12516;20120543
12517;20120537
12518;20122457
12519;20122456
12520;20122454
12521;20122453
12522;20122452
12523;20120522
12524;20120520
12524;20120519
12524;20120518
12524;20120517
12524;20120516
12529;20120512
12530;20120510
12531;20120509
12532;20120503
12533;20122444
12534;20128078
12534;20125369
12534;20125460
12534;20128456
12534;20128339
12534;20128338
12534;20128337
12534;20128893
12534;20123470
12534;20123469
12534;20123468
12534;20130320
12534;20122523
12534;20122522
12534;20122443
12534;20127333
12534;
12534;20127472
12534;20127471
12535;20122442
12536;20122441
12537;20122439
12538;20122437
12539;20122433
12540;20122427
12541;20122426
12542;20122420
12543;20122418
12544;20122417
12545;20122414
12546;20122413
12547;20122411
12547;20122410
12549;20120456
12550;20120420
12551;20120409
12552;20120406
12553;20120405
12554;20122407
12555;20122400
12556;20122398
12557;20122396
12558;20122386
12558;20122385
12558;20122384
12558;20122383
12562;20122373
12563;20122371
12565;20122366
12566;20120401
12567;20120384
12568;20120381
12569;20120373
12570;20120360
12571;20122356
12572;20122355
12573;20122352
12574;20122315
12575;20122313
12576;20122333
12577;20122332
12578;20122330
12579;20122342
12580;20122339
12581;20122300
12582;20122289
12583;20122288
12584;20122287
12585;20122286
12586;20122283
12587;20122282
12588;20120268
12589;20120253
12590;20120252
12591;20122267
12592;20122266
12593;20130278
12594;20120234
12595;20120233
12596;20120228
12597;20122259
12598;20122258
12599;20122254
12600;20122253
12601;20122252
12602;20122251
12603;20122250
12604;20130285
12605;20122226
12606;20122225
12607;20122224
12608;20122223
12609;20122222
12610;20130290
12611;20122219
12612;20122218
12613;20122213
12614;20120211
12615;20120210
12616;20120207
12617;20120197
12618;20120196
12619;20120188
12620;20120186
12621;20122181
12622;20122180
12623;20122175
12624;20122170
12625;20130202
12626;20122166
12626;20122165
12626;20122164
12629;20122162
12630;20120165
12631;20120157
12632;20120147
12633;20120137
12634;20120135
12635;20122110
12636;20122109
12637;20122101
12638;20122098
12639;20122090
12640;20120123
12641;20120121
12642;20130255
12643;20120119
12644;20120118
12645;20120112
12646;20130256
12647;20120101
12647;20120102
12649;20120100
12650;20122150
12651;20122115
12652;20120087
12653;20120083
12654;20120073
12655;20122064
12656;20122063
12657;20122062
12658;20122061
12659;20120067
12660;20120064
12661;20120055
12662;20122034
12663;20122021
12664;20122009
12665;20122007
12666;20122005
12667;20122003
12668;20121998
12669;20121995
12671;20120036
12672;20120029
12673;20120020
12674;20120006
12675;20127280
12676;20127268
12677;20127258
12678;20127256
12679;20127253
12680;20127252
12681;20127247
12682;20127239
12683;20127238
12684;20127236
12685;20127235
12686;20127232
12687;20127231
12688;20127222
12689;20127204
12690;20127197
12691;20127188
12692;20127176
12693;20127173
12694;20127161
12695;20126497
12696;20127152
12697;20127146
12698;20127136
12699;20126474
12700;20126468
12701;20126454
12702;20126444
12703;20126791
12704;20126779
12705;20126778
12706;20126767
12707;20126763
12708;20126757
12709;20126755
12710;20126749
12710;20126748
12712;20126735
12713;20126733
12714;20126729
12715;20126726
12716;20126725
12717;20126722
12718;20126713
12719;20126712
12720;20126691
12721;20126686
12722;20126680
12723;20126678
12724;20126677
12725;20126669
12726;20126663
12727;20126655
12728;20126637
12729;20126633
12730;20126632
12731;20126631
12732;20126630
12733;20126626
12735;20126612
12736;20126600
12737;20126840
12739;20126833
12739;20126832
12740;20126826
12741;20126820
12742;20126880
12743;20126877
12744;20126876
12745;20126851
12746;20126847
12747;20127437
12748;20127431
12749;20127427
12750;20127424
12751;20127418
12752;20127363
12753;20127361
12753;20127360
12755;20127358
12756;20127355
12757;20127354
12758;20127344
12759;20127335
12761;20127331
12762;20127330
12763;20127328
12764;20127317
12765;20127310
12766;20127285
12767;20127282
12768;20127487
12769;20127483
12770;20127477
12771;20127473
12773;20127467
12774;20127466
12775;20127463
12776;20127459
12777;20127501
12778;20127500
12779;20127499
12780;20127495
12782;20127493
12783;20127490
12784;20127559
12785;20127558
12786;20127555
12787;20127554
12788;20127551
12789;20127539
12790;20127538
12791;20127593
12792;20127585
12794;20127581
12795;20127580
12796;20127578
12797;20127573
12798;20127570
12799;20127623
12800;20127620
12801;20127619
12802;20127613
12802;20127612
12804;20127604
12805;20127602
12806;20127651
12807;20127647
12808;20127642
12809;20127637
12810;20127635
12811;20127632
12812;20127693
12813;20127686
12814;20127685
12815;20127683
12816;20127667
12817;20127666
12818;20127665
12819;20126967
12820;20126960
12821;20126948
12822;20126945
12823;20126936
12823;20126935
12825;20126925
12826;20126916
12827;20126915
12828;20126912
12829;20126911
12830;20126907
12831;20126906
12831;20110426
12832;20126891
12833;20126888
12834;20126881
12835;20127011
12836;20127009
12837;20126974
12838;20126992
12839;20126988
12840;20126985
12842;20126981
12843;20123761
12844;20123755
12845;20121510
12846;20121497
12847;20121496
12848;20121484
12849;20121482
12850;20121481
12851;20123746
12852;20123734
12852;20127582
12853;20123732
12854;20123730
12855;20123710
12856;20123691
12857;20123688
12858;20123687
12859;20123674
12860;20123670
12861;20123669
12862;20123668
12863;20123666
12865;20123656
12866;20123654
12867;20123646
12868;20123643
12869;20123641
12870;20123634
12871;20123832
12872;20123828
12873;20123806
12874;20123802
12875;20123788
12876;20123819
12877;20123809
12878;20121542
12879;20121541
12880;20121538
12881;20121534
12882;20121532
12883;20121530
12884;20121528
12885;20121524
12886;20129426
12888;20129428
12889;20129430
12890;20129431
12892;20129542
12893;20129519
12896;20129470
12896;20129472
12897;20129736
12898;20127076
12899;20120318
12900;20129309
12901;20127673
12902;20127324
12903;20121529
12904;20128264
12905;20124216
12906;20124217
12907;20129244
12908;20122233
12909;20120296
12910;20126540
12911;20127137
12912;20120530
12913;20130070
12914;201302324
12915;20125197
12916;20127303
12917;20129178
12918;20123105
12919;20120258
12920;20128866
12921;20128685
12922;20128684
12923;20128762
12924;20128754
12925;20128738
12927;20120949
12928;20126619
12928;20129124
12929;20127287
12930;20125605
12931;20127416
12932;20126622
12933;20124268
12934;20120882
12935;20126625
12936;20127479
12937;20125576
12938;20127636
12939;20122145
12940;20120091
12941;20120495
12942;20129064
12943;20123025
12944;20120549
12945;20122058
12946;20120625
12947;20126817
12948;20125461
12949;20120799
12950;20122093
12951;20121361
12952;20120966
12953;20123680
12954;20123679
12955;20129034
12956;20125658
12957;20125657
12958;20125659
12959;20129080
12960;20125243
12961;20122403
12962;20123594
12963;20123364
12964;20124055
12965;20120215
12966;20120122
12967;20121121
12968;20127761
12969;20126738
12970;20126593
12971;
12972;20128649
12973;20121268
12974;20122593
12975;20120097
12977;20127274
12977;20127273
12978;20121520
12980;20129388
12981;20125061
12982;20127307
12983;20128327
12984;20126920
12985;20125304
12986;20123005
12987;20127980
12988;
12990;20122602
12990;20122601
12992;20122674
12993;20127955
12994;20120403
12995;20129067
12996;20129978
12997;20125290
12998;20121033
12999;20123994
13000;20123993
13001;20123992
13002;20123991
13003;20123990
13004;20123989
13005;20123988
13006;20123987
13007;20123986
13008;20123985
13009;20123984
13010;20123983
13011;20124004
13012;20123982
13013;20124003
13014;20123981
13015;20123980
13016;20123979
13017;20123978
13018;20123977
13019;20123976
13020;20123975
13021;20123974
13022;20124002
13023;20123973
13024;20123972
13025;20124001
13026;20124000
13027;20123999
13028;20123998
13029;20123997
13030;20123996
13031;20123995
13032;20124184
13033;20127764
13034;20128964
13035;20129113
13036;20120003
13037;20120905
13038;20121193
13039;20127243
13040;20120479
13040;20120478
13042;20128106
13042;20128105
13044;20122861
13045;20128308
13046;20120511
13047;20120324
13048;20127209
13049;20123033
13050;20126801
13051;20127799
13052;20122004
13053;20126703
13054;20122564
13055;20120370
13059;20125155
13059;20125154
13059;20125153
13059;20125152
13060;20128514
13061;20126721
13062;20122326
13063;20122211
13064;20122199
13065;20122363
13065;20122362
13067;20127156
13068;20128865
13069;20130302
13070;20127309
13071;20120554
13072;20129742
13073;20125351
13074;20121128
13075;20120703
13076;20122550
13077;20122299
13078;20120467
13079;20120558
13080;20120466
13081;20122795
13082;20123480
13083;20129232
13084;20127777
13085;20125564
13086;20127178
13087;20126885
13089;20120434
13089;20120433
13091;20123184
13093;20127008
13094;20126823
13095;20125183
13096;20126665
13097;20121302
13098;20121381
13099;20123182
13099;2013247
13100;20127603
13101;20120378
13102;20123645
13103;20123238
13104;20125842
13105;20129323
13106;20127144
13107;20123192
13108;20128935
13109;20128604
13110;20123653
13111;20120017
13112;20129304
13113;20120734
13114;20120829
13115;20127476
13116;20123191
13117;20128164
13118;20129996
13119;20120791
13120;20125472
13121;20127822
13122;20121976
13123;20128511
13125;20125272
13126;20128544
13127;20125278
13128;20121629
13129;20128193
13130;20122405
13131;20128087
13132;20127974
13133;20126946
13134;20121883
13135;20120592
13136;20127223
13137;20122431
13138;20125370
13139;20123262
13140;20128267
13141;20128542
13142;20121300
13143;20120343
13144;20129411
13146;20121549
13147;20121613
13148;20123250
13149;20126777
13150;20122761
13151;20125878
13152;20121018
13153;20129382
13154;20125390
13155;20121829
13156;20121831
13157;20123107
13158;20123260
13159;20125446
13160;20127066
13161;20120164
13162;20129402
13163;20122132
13164;20129964
13165;20145741
13166;20125580
13167;20127856
13168;20125114
13169;20121096
13169;20121095
13171;20123162
13172;20129963
13173;20125088
13174;20123524
13175;20123525
13176;20123519
13177;20123518
13178;20121423
13179;20128413
13180;20125023
13181;20128450
13182;20129151
13183;20124221
13184;20123037
13185;20120910
13186;20125113
13187;20123596
13188;20129033
13189;20123236
13190;20127205
13191;20128705
13192;20120660
13193;20121205
13194;20125614
13195;20123713
13195;20123712
13197;20128435
13198;20128653
13198;20128652
13200;20125596
13201;20120427
13202;20121411
13203;20123062
13204;20127351
13205;20127654
13205;20127653
13207;20123586
13208;20130041
13209;20128538
13210;20123294
13211;20129140
13212;20129057
13213;20128561
13214;20127023
13215;20125519
13216;20125506
13217;20122144
13218;20125262
13219;20128083
13220;20129360
13221;20127319
13222;20123685
13223;20128933
13224;20128125
13225;20121396
13225;20146305
13226;20127004
13227;20120500
13228;20126694
13229;20123826
13230;20126800
13231;20123251
13232;20120428
13233;20125744
13234;20130198
13235;20121341
13236;20120364
13236;20120363
13238;20122907
13239;20126689
13240;20123804
13241;20127014
13242;20127142
13243;20121296
13244;20122236
13245;20120080
13246;20122659
13247;20123088
13248;20122671
13249;20128346
13249;20129970
13250;20128345
13250;20129971
13251;20120981
13251;20120980
13251;20120979
13254;20120031
13255;20120004
13258;20130035
13259;20120069
13260;20126498
13262;20129955
13262;20129137
13263;20125444
13264;20126864
13265;20126863
13266;20126730
13267;20126699
13268;20127753
13269;20122868
13270;20120941
13271;20120035
13272;20126806
13273;20120696
13273;20120695
13275;20120694
13276;20127713
13277;20127898
13278;20125314
13279;20127001
13280;20122740
13281;20120792
13282;20127180
13283;20125397
13284;20122586
13285;20120815
13286;20127071
13287;20129166
13288;20129441
13290;20129465
13290;20129466
13291;20129361
13292;20122672
13293;20128889
13294;20129285
13295;20123065
13296;20123436
13296;20123435
13298;20120368
13299;20128730
13300;20123760
13301;20128210
13302;20120932
13303;20122605
13304;20127741
13305;20129246
13306;20123589
13307;20123542
13308;20121335
13309;20123280
13310;20120983
13312;20127315
13313;20123733
13314;20123699
13315;20130032
13316;20121172
13317;20128946
13318;20129278
13319;20129422
13320;20122918
13320;20123056
13320;20123055
13320;20123054
13323;20127404
13324;20123786
13325;20125419
13326;20120184
13327;20127347
13328;20122091
13329;20128937
13331;20125650
13332;20129290
13332;20129289
13334;20128986
13335;20127049
13336;20123218
13337;20128074
13338;20123104
13339;20122160
13340;20122159
13341;20127263
13342;20129962
13343;20125216
13344;20122336
13347;20128926
13348;20121400
13349;20127725
13350;20126597
13351;20126559
13352;20120727
13353;20121166
13354;20122479
13354;
13355;20121558
13356;20127941
13357;20129387
13358;20128816
13359;20120765
13360;20121492
13361;20122557
13362;20125929
13363;20123273
13364;20125626
13365;20121337
13366;20120527
13367;20129261
13367;20129260
13369;20124225
13370;20124213
13371;20128660
13372;20123735
13373;20122724
13374;20125324
13375;20128784
13376;20128724
13377;20128715
13378;20125715
13379;20121024
13379;20121023
13381;20120990
13382;20120615
13383;20125458
13385;20125456
13386;20125455
13387;20125454
13388;20125670
13389;20124029
13390;20129097
13391;20125775
13392;20127403
13393;20120449
13394;20128503
13395;20128216
13396;20123796
13397;20126751
13398;20124315
13399;20124328
13402;20128697
13403;20120739
13404;20129099
13405;20123199
13407;20120830
13408;20120708
13409;20120115
13410;20122354
13411;20129969
13412;20122732
13413;20130270
13413;20144527
13415;20127212
13416;20122137
13417;20120075
13418;20125221
13419;20128764
13420;20128138
13421;20127165
13422;20120116
13423;20125573
13424;20129737
13425;20125054
13426;20125053
13427;20120576
13428;20125539
13429;20127048
13430;20127035
13431;20127026
13432;20127025
13433;20127000
13434;20127760
13435;20127757
13436;20127754
13437;20127749
13438;20127715
13439;20127736
13440;20127735
13441;20127734
13442;20127744
13443;20127743
13444;20127742
13447;20127061
13448;20127058
13448;20127057
13449;20125047
13450;20125021
13451;20125017
13452;20125020
13453;20125014
13454;20125005
13455;20127773
13456;20125131
13457;20125130
13458;20125129
13459;20125117
13460;20125094
13460;20125093
13460;20125092
13460;20125091
13460;20125090
13464;20127922
13464;20127921
13465;20127847
13466;20127830
13467;20125263
13468;20125227
13469;20128033
13470;20128026
13471;20128008
13472;20127998
13473;20125388
13474;20128108
13475;20128329
13476;20129745
13477;20128367
13478;20128387
13480;20128224
13481;20128221
13482;20125447
13483;20125488
13484;20125487
13485;20125522
13486;20125518
13487;20125546
13488;20125581
13489;20125579
13490;20125578
13491;20125574
13492;20125623
13493;20125711
13494;20125703
13495;20125698
13496;20128468
13497;20128425
13498;20129571
13499;20129572
13500;20128871
13501;20128860
13502;20128550
13503;20128549
13504;20128585
13505;20128563
13506;20128627
13507;20128941
13508;20128939
13509;20128960
13510;20128923
13511;20128919
13513;20129105
13514;20129307
13515;20129295
13516;20129281
13517;20129280
13518;20129335
13519;20129330
13520;20129344
13520;20129343
13523;20129350
13523;20129351
13524;20129409
13524;20129408
13525;20121376
13526;20121374
13527;20130345
13528;20123458
13529;20130335
13530;20121345
13531;20121344
13532;20121343
13533;20121322
13534;20121321
13535;20121260
13536;20121255
13537;20130334
13538;20121181
13539;20121115
13540;20130331
13541;20123243
13542;20123214
13543;20121007
13544;20121006
13545;20122959
13546;20123006
13547;20120940
13548;20122692
13549;20122606
13550;20122592
13551;20122587
13552;20122558
13553;20122662
13553;20143773
13554;20120816
13555;20122540
13556;20122517
13557;20120659
13559;20122430
13560;20122429
13561;20120398
13562;20122237
13563;20122095
13564;20122136
13565;20122131
13566;20120068
13567;20122045
13568;20122043
13569;20122010
13570;20130200
13571;20120016
13572;20120010
13573;20126458
13574;20126647
13574;20127512
13575;20126623
13576;20126578
13577;20126569
13579;20127548
13580;20127615
13580;20127614
13582;20126969
13583;20123778
13584;20123777
13585;20123776
13586;20123775
13587;20123774
13588;20123773
13589;20123772
13590;20123771
13591;20123770
13592;20123769
13593;20123768
13594;20123766
13595;20121504
13596;20121503
13597;20123639
13598;
13599;20130604
13600;20130605
13601;20130606
13602;20130607
13603;20130608
13604;20130610
13605;20130677
13606;20130678
13607;20130685
13607;20130686
13607;20130687
13614;
13615;20129427
13617;
13619;20129432
13621;20129537
13622;20129471
13623;20128272
13623;20128273
13626;20123576
13626;20125474
13626;20125473
13626;20129130
13626;20129129
13626;20129128
13626;20129127
13626;20129126
13626;20129125
13626;20129135
13626;20129134
13626;20129133
13626;20129132
13626;20129131
13627;20125951
13629;20129424
13630;20129473
13631;20122070
13631;20122073
13631;20122072
13631;20122071
13631;20122074
13632;"20125662; 20125661"
13633;20129474
13634;20129480
13635;"20127299; 20123801"
13635;
13636;20129475
13637;20129477
13638;20143908
13639;20145789
13640;20129481
13641;20129482
13642;20129483
13643;20129484
13643;20129484v1n1
13643;20129484v1n2
13643;20129484v1n3
13643;20129484v1n4
13643;20129484v2n1
13643;20129484v2n2
13643;20129484v2n3
13643;20129484v2n4
13643;20129484v3n1
13643;20129484v3n2
13643;20129484v3n3
13643;20129484v3n4
